author	title	type	collection	year	_merge	category
"[{:family=>""Hamilton"", :given=>""James D.""}]"	Time Series Analysis			1994	both	Required
"[{:family=>""Fernández-Villaverde"", :given=>""Jesús""}, {:family=>""Rubio-Ramírez"", :given=>""Juan Francisco""}, {:family=>""Sargent"", :given=>""Thomas""}]"	A	chapter	Federal Reserve Bank of Atlanta	2005-05	both	Optional
"[{:family=>""Chari"", :given=>""V.V.""}, {:family=>""Kehoe"", :given=>""Patrick J.""}, {:family=>""McGrattan"", :given=>""Ellen R.""}]"	A Critique of Structural VARs Using Business Cycle Theory	article-journal	Federal Reserve Bank of Minneapolis Federal Reserve	2007-05	both	Optional
"[{:family=>""Blanchard"", :given=>""Olivier Jean""}, {:family=>""Quah"", :given=>""Danny""}]"	The Dynamic Effects of Aggregate Demand and Aggregate Supply Disturbances	article-journal	American Economic Review	1989-09	both	Required
"[{:family=>""Galí"", :given=>""Jordi""}]"	Technology	article-journal	American Economic Review	1999	both	Required
"[{:family=>""Galí"", :given=>""Jordi""}]"	How Well Does the IS-LM Model Fit Postwar U.S	article-journal	Data?” The Quarterly Journal of Economics	1992-05	both	Optional
"[{:family=>""Galí"", :given=>""Jordi""}, {:family=>""Rabanal"", :given=>""P.""}]"	Technology Shocks and Aggregate Fluctuations; How Well Does the RBC Model Fit the Post-war U.S. Data?” (and comments by McGrattan and Ramey	chapter	National Bureau of Economic Research Macroeconomics Annual	2004	both	Optional
"[{:family=>""Erceg"", :given=>""Christopher J.""}, {:family=>""Guerrieri"", :given=>""Luca""}, {:family=>""Gust"", :given=>""Christopher""}]"	Can Long-run Restrictions Identify Technology Shocks?	chapter	International Finance Discussion Paper 792	2005-03	both	Optional
"[{:family=>""Uhlig"", :given=>""Harald""}]"	What are the Effects of Monetary Policy on Output? Results From an Agnostic Identification Procedure				both	Optional
"[{:family=>""Blanchard"", :given=>""Olivier J.""}]"	Consumption and the Recession of 1990-1991	article-journal	The American Economic Review	1993-05	both	Optional
"[{:family=>""Labhard"", :given=>""Vincent""}]"	What Caused the 2000/01 Slowdown? Results From a VAR Analysis of G7 GDP Components	article-journal	Working Paper	2003	both	Optional
"[{:family=>""Stock"", :given=>""James H.""}, {:family=>""Watson"", :given=>""Mark W.""}]"	Implications of Dynamic Factor Models for VAR Analysis	article-journal	National Bureau of Economic Research Working Paper	2005-07	both	Required
"[{:family=>""Forni"", :given=>""M.""}, {:family=>""Giannone"", :given=>""D.""}, {:family=>""Lippi"", :given=>""M.""}, {:family=>""Reichlin"", :given=>""L.""}]"	Opening the Black Box: Structural Factor Models with Large Cross-sections	article-journal	European Central Bank Working Paper Series	2007-01	both	Optional
"[{:family=>""Giannone"", :given=>""Domenico""}, {:family=>""Reichlin"", :given=>""Lucrezia""}]"	Does Information Help Recovering Structural Shocks From Past Observations?	article-journal	Journal of the European Economic Association	2006	both	Optional
"[{:family=>""Bernanke"", :given=>""Ben""}, {:family=>""Boivin"", :given=>""Jean""}, {:family=>""Eliasz"", :given=>""Piotr S.""}]"	Measuring the Effects of Monetary Policy; A Factor Augmented Vector Autoregressive (FAVAR) Approach	article-journal	The Quarterly Journal of Economics	2005	both	Optional
"[{:family=>""Gabaix"", :given=>""Xavier""}]"	The Granular Origins of Aggregate Fluctuations	book		2005-12	both	Optional
"[{:family=>""Beaudry"", :given=>""Paul""}, {:family=>""Portier"", :given=>""Franck""}]"	Stock Prices	article-journal	National Bureau of Economic Research Working Paper	2004-03	both	Required
"[{:family=>""Lorenzoni"", :given=>""Guido""}]"	A Theory of Demand Shocks	book		2006-11	both	Required
"[{:family=>""Franco"", :given=>""Francesco""}, {:family=>""Philippon"", :given=>""Thomas""}]"	Firms and Aggregate Dynamics				both	Optional
"[{:family=>""Beaudry"", :given=>""Paul""}, {:family=>""Portier"", :given=>""Franck""}]"	The ‘News’ View of Economic Fluctuations; Evidence from Aggregate Japanese Data and Sectoral U.S	article-journal	Data.” National Bureau of Economic Research Working Paper	2005-06	both	Optional
"[{:family=>""Barsky"", :given=>""Robert""}, {:family=>""Sims"", :given=>""Eric R.""}]"	Information Shocks	book		2006-06	both	Optional
"[{:family=>""Christiano"", :given=>""Lawrence""}, {:family=>""Motto"", :given=>""Roberto""}, {:family=>""Rostagno"", :given=>""Massimo""}]"	Monetary Policy and Stock Market Boom-Bust Cycles	article-journal	Mimeograph	2006-11	both	Optional
"[{:family=>""Jaimovich"", :given=>""Nir""}, {:family=>""Rebelo"", :given=>""Sérgio""}]"	Can News About the Future Drive the Business Cycle?	chapter	Centre for Economic Policy Research Discussion Paper Series No	2006-10	both	Optional
