author	title	type	collection	year	_merge	category
"[{:family=>""Auerbach"", :given=>""A.""}, {:family=>""Feldstein"", :given=>""M.""}]"	Handbook of Public Economics			1985	both	Optional
"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stiglitz"", :given=>""J.""}]"	Lectures on Public Economics			1980	both	Optional
"[{:family=>""Laffont"", :given=>""J.""}]"	Fundamentals of Public Economics			1988	both	Optional
	Means-Tested Transfer Programs in the United States	paper-conference	National Bureau of Economic Research Conference Report	2003	both	Optional
"[{:family=>""Myles"", :given=>""G.""}]"	Public Economics			1995	both	Optional
"[{:family=>""Salanie"", :given=>""B.""}]"	The Economics of Taxation			2003	both	Optional
"[{:family=>""Tresch"", :given=>""R.""}]"	Public Finance			2002	both	Optional
"[{:family=>""Ways"", :given=>""Committee"", :particle=>""on""}, {:family=>""Representatives"", :given=>""Means U.S.House"", :particle=>""of""}]"	The 2000 Green Book: Background Material and Data on Programs within the Jurisdicition of the Committee on Ways and Means			2000-10-06	both	Optional
"[{:family=>""Andreoni"", :given=>""J.""}]"	Impure Altruism and Donation to Public Goods; A Theory of Warm Glow Giving	article-journal	Economic Journal	1990	both	Required
	An Experimental Test of the Public Goods Crowding Out Hypothesis	article-journal	American Economic Review	1993-12	left_only	Required
"[{:family=>""Bergstrom"", :given=>""T.""}, {:family=>""Blume"", :given=>""L.""}, {:family=>""Varian"", :given=>""H.""}]"	On the Private Provision of Public Goods	article-journal	Journal of Public Economics	1986	both	Required
"[{:family=>""Kingma"", :given=>""B.""}]"	An Accurate Measurement of the Crowd-Out Effect	article-journal	Journal of Political Economy	1989-10	both	Required
"[{:family=>""Ledyard"", :given=>""J.""}]"	Public Goods: A Survey of Experimental Research	chapter	The Handbook of Experimental Economics	1995	both	Required
"[{:family=>""Roberts"", :given=>""R.""}]"	Financing Public Goods	article-journal	Journal of Political Economy	1987	both	Required
"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stern"", :given=>""N.""}]"	Pigou	article-journal	Review of Economic Studies	1974	both	Required
"[{:family=>""Ballard"", :given=>""C.""}, {:family=>""Fullerton"", :given=>""D.""}]"	Distortionary Taxes and the Provision of Public Goods	article-journal	Journal of Economic Perspectives	1992	both	Required
"[{:family=>""Boadway"", :given=>""R.""}, {:family=>""Keen"", :given=>""M.""}]"	Public Goods	article-journal	International Economic Review	1993-08	both	Required
"[{:family=>""Gaube"", :given=>""T.""}]"	When do Distortionary Taxes Reduce the Optimal Supply of Public Goods?	article-journal	Journal of Public Economics	2000-05	both	Required
"[{:family=>""Kaplow"", :given=>""L.""}]"	The Optimal Supply of Public Goods and the Distortionary Cost of Taxation	article-journal	National Tax Journal	1996-12	both	Required
"[{:family=>""King"", :given=>""M.""}]"	A Pigouvian Rule for the Optimal Provision of Public Goods	article-journal	Journal of Public Economics	1986	both	Required
"[{:family=>""Charitable DonationsAtkinson"", :given=>""A.B."", :particle=>""Income Tax Deduction of""}]"	The Income Tax Treatment of Charitable Contributions	chapter	Essays in the Honor of William S. Vickrey	1976	left_only	Required
"[{:family=>""Clotfelter"", :given=>""C.""}]"	Federal Tax Policy and Charitable Giving			1985	both	Required
	The Impact of Tax Reform on Charitable Giving: A 1989 Perspective	chapter	Do Taxes Matter?	1990	left_only	Required
"[{:family=>""Diamond"", :given=>""P.""}]"	Optimal Tax Treatment of Private Contributions for Public Goods with and without Warm Glow Preferences	book			both	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	A Contribution to the Theory of Tax Expenditures; The Case of Charitable Giving	chapter	The Economics of Taxation	1980	both	Required
"[{:family=>""Reece"", :given=>""W.""}, {:family=>""Zieschung"", :given=>""K.""}]"	Consistent Estimation of the Impact of Tax Deductibility on the Level of Charitable Contributions	article-journal	Econometrica	1985	both	Required
"[{:family=>""Saez"", :given=>""E.""}]"	The Optimal Treatment of Tax Expenditures	article-journal	NBER Working Paper	2000	both	Required
