author	title	type	collection	year	_merge	category
"[{:family=>""Blanchard"", :given=>""O.""}]"	What Do We Know About Macroeconomics that Fisher and Wicksell Did Not?	article-journal	Quarterly Journal of Economics	2000-11	both	Optional
"[{:family=>""Woodford"", :given=>""M.""}]"	Revolution and Evolution in Twentieth-Century Macroeconomics	book		1999-06	both	Optional
"[{:family=>""Chari"", :given=>""V.V.""}]"	Modern Macroeconomics in Practice: How Theory is Shaping Policy	article-journal	Journal of Economic Perspectives	2006	both	Optional
"[{:family=>""Mankiw"", :given=>""N.G.""}]"	The Macroeconomist as Scientist and Engineer	article-journal	Journal of Economic Perspectives	2006	both	Optional
"[{:family=>""Stock"", :given=>""J.""}, {:family=>""Watson"", :given=>""M.""}]"	Business Cycle Fluctuations in U.S. Macroeconomic Time Series	chapter	Chapter 1 in Handbook of Macroeconomics	1999	both	Required
"[{:family=>""Blanchard"", :given=>""O.""}, {:family=>""Fischer"", :given=>""S.""}]"	Lectures on Macroeconomics			1989	both	Required
"[{:family=>""Cochrane"", :given=>""J.""}]"	Time Series for Macroeconomics and Finance	book		2005	both	Optional
"[{:family=>""Blanchard"", :given=>""O.""}, {:family=>""Quah"", :given=>""D.""}]"	The Dynamic Effects of Aggregate Demand and Aggregate Supply Disturbances.’	article-journal	American Economic Review	1989	both	Optional
"[{:family=>""Christiano"", :given=>""L.""}, {:family=>""Eichenbaum"", :given=>""M.""}, {:family=>""Evans"", :given=>""C.""}]"	Monetary Policy Shocks: What have we Learned and to What End?	chapter	Handbook of Macroeconomics	1999	both	Optional
"[{:family=>""Aguiar"", :given=>""M.""}, {:family=>""Gopinath"", :given=>""G.""}]"	Emerging Market Business Cycles,” and “The Cycle is the Trend	article-journal	Journal of Political Economy	2007	both	Optional
"[{:family=>""Obstfeld"", :given=>""M.""}, {:family=>""Rogoff"", :given=>""K.""}]"	Foundations of International Macroeconomics			1996	both	Optional
"[{:family=>""Campbell"", :given=>""J.""}]"	Inspecting the Mechanism: An Analytical Approach to the Stochastic Growth Model	article-journal	Journal of Monetary Economics	1994-06	both	Optional
"[{:family=>""Uhlig"", :given=>""H.""}]"	A Toolkit for Analyzing Nonlinear Dynamic Stochastic Models Easily	book		1997	both	Optional
"[{:family=>""King"", :given=>""R.""}, {:family=>""Rebelo"", :given=>""S.""}]"	Resuscitating Real Business Cycles	chapter	Chapter 14 in Handbook of Macroeconomics	1999	both	Required
"[{:family=>""Prescott"", :given=>""E.C.""}]"	Theory Ahead of Business Cycle Measurement	article-journal	Federal Reserve Bank of Minneapolis Quarterly Review	1986	both	Optional
"[{:family=>""Rebelo"", :given=>""S.""}]"	Real Business Cycle Models: Past	article-journal	National Bureau of Economic Research Working Paper	2005-06	both	Optional
