author	title	type	collection	year	_merge	category
"[{:family=>""Bogomolnaia"", :given=>""Anna""}, {:family=>""Moulin"", :given=>""Hervé""}]"	Random Matching under Dichotomous Preferences	article-journal	Econometrica	2004-01	both	Optional
"[{:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Sönmez"", :given=>""Tayfun""}, {:family=>""Ünver"", :given=>""M.Utku""}]"	Pairwise Kidney Exchange	article-journal	Journal of Economic Theory	2005-12	both	Optional
"[{:family=>""Abdulkadiroğlu"", :given=>""Atila""}, {:family=>""Sönmez"", :given=>""Tayfun""}]"	School Choice: A Mechanism Design Approach	article-journal	American Economic Review	2003-06	both	Required
"[{:family=>""Abdulkadiroğlu"", :given=>""Atila""}, {:family=>""Pathak"", :given=>""Parag""}, {:family=>""Roth"", :given=>""Alvin E.""}]"	Strategy-Proofness vs. Efficiency Matching with Indifferences: Redesigning the New York City High School Match	article-journal	American Economic Review	2009-12	both	Required
"[{:family=>""Erdil"", :given=>""Aytek""}, {:family=>""Ergin"", :given=>""Haluk""}]"	What’s the Matter with Tie-Breaking? Improving Efficiency in School Choice	article-journal	American Economic Review	2008-06	both	Required
"[{:family=>""Pathak"", :given=>""Parag""}, {:family=>""Sönmez"", :given=>""Tayfun""}]"	Leveling the Playing Field: Sincere and Sophisticated Players in the Boston Mechanism	article-journal	American Economic Review	2008-09	both	Required
"[{:family=>""Abdulkadiroğlu"", :given=>""Atila""}, {:family=>""Pathak"", :given=>""Parag""}, {:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Sönmez"", :given=>""Tayfun""}]"	Changing the Boston School Choice Mechanism: Strategy-Proofness as Equal Access	book		2006	both	Optional
"[{:family=>""Abdulkadiroğlu"", :given=>""Atila""}, {:family=>""Che"", :given=>""Yeon-Koo""}, {:family=>""Yasuda"", :given=>""Yosuke""}]"	Expanding ‘Choice’ in School Choice	article-journal	Economic Research Initiatives at Duke (ERID) Research Paper	2008-11	both	Optional
"[{:family=>""Edelman"", :given=>""Benjamin""}, {:family=>""Ostrovsky"", :given=>""Michael""}, {:family=>""Schwarz"", :given=>""Michael""}]"	Internet Advertising and the Generalized Second Price Auction: Selling Billions of Dollars of Keywords	article-journal	Also available as National Bureau of Economic Research Working Paper	2007-03	left_only	Required
"[{:family=>""Harrison"", :given=>""Glenn""}]"	Theory and Misbehavior in First-Price Auctions	article-journal	American Economic Review	1989-09	left_only	Required
"[{:family=>""Laffont"", :given=>""Jean-Jacques""}, {:family=>""Ossard"", :given=>""Hervé""}, {:family=>""Vuong"", :given=>""Quang""}]"	Econometrics of First Price Auctions	article-journal	Econometrica	1995-07	left_only	Required
"[{:family=>""Guerre"", :given=>""Emmanuel""}, {:family=>""Perrigne"", :given=>""Isabelle""}, {:family=>""Vuong"", :given=>""Quang""}]"	Optimal Nonparametric Estimation of First-Price Auctions	article-journal	Econometrica	2000-05	left_only	Required
"[{:family=>""Haile"", :given=>""Philip""}, {:family=>""Tamer"", :given=>""Elie""}]"	Inference with an Incomplete Model of English Auctions	article-journal	Journal of Political Economy	2003-02	left_only	Required
"[{:family=>""Hendricks"", :given=>""Kenneth""}, {:family=>""Porter"", :given=>""Robert H.""}]"	An Empirical Study of an Auction with Asymmetric Information	article-journal	American Economic Review	1988-12	left_only	Optional
"[{:family=>""Guerre"", :given=>""Emmanuel""}, {:family=>""Perrigne"", :given=>""Isabelle""}, {:family=>""Vuong"", :given=>""Quang""}]"	Nonparametric Identification of Risk Aversion in First-Price Auctions Under Exclusion Restrictions	article-journal	Econometrica	2009-07	left_only	Optional
"[{:family=>""Athey"", :given=>""Susan""}, {:family=>""Haile"", :given=>""Philip""}]"	Identification of Standard Auction Models	article-journal	Econometrica	2002-11	left_only	Optional
	Nonparametric Approaches to Auctions	chapter	Chapter 60 in Handbook of Econometrics	2005	left_only	Optional
"[{:family=>""Wilson"", :given=>""Robert""}]"	Auctions of Shares	article-journal	Quarterly Journal of Economics	1979-11	left_only	Optional
"[{:family=>""Kremer"", :given=>""Ilan""}, {:family=>""Nyborg"", :given=>""Kjell""}]"	Divisible Good Auctions: The Role of Allocation Rules	article-journal	Rand Journal of Economics	2004	left_only	Optional
"[{:family=>""Back"", :given=>""Kerry""}, {:family=>""Zender"", :given=>""Jaime F.""}]"	Auctions of Divisible Goods: on the Rationale for the Treasury Experiment	article-journal	Review of Financial Studies	1993	left_only	Optional
"[{:family=>""Nyborg"", :given=>""Kjell""}, {:family=>""Rydqvist"", :given=>""Kristian""}, {:family=>""Sundaresan"", :given=>""Suresh""}]"	Bidder Behavior in Multiunit Auctions: Evidence from Swedish Treasury Auctions	article-journal	Journal of Political Economy	2002-04	left_only	Optional
"[{:family=>""Malvey"", :given=>""Paul F.""}, {:family=>""Archibald"", :given=>""Christine M.""}]"	Uniform-Price Auctions: Update of the Treasury Experience	chapter	Office of Market Finance	1998-10	left_only	Optional
"[{:family=>""Milgrom"", :given=>""Paul""}]"	Putting Auction Theory to Work: the Simultaneous Ascending Auction	article-journal	Journal of Political Economy	2000-04	left_only	Optional
"[{:family=>""Bernheim"", :given=>""B.Douglas""}, {:family=>""Whinston"", :given=>""Michael""}]"	Menu Auctions	article-journal	Quarterly Journal of Economics	1986-02	left_only	Optional
"[{:family=>""Ausubel"", :given=>""Lawrence""}]"	An Efficient Ascending-Bid Auction for Multiple Objects	article-journal	American Economic Review	2004-12	left_only	Optional
"[{:family=>""Ausubel"", :given=>""Lawrence""}, {:family=>""Cramton"", :given=>""Peter""}]"	Demand Reduction and Inefficiency in Multi-Unit Auctions			2002-07	left_only	Optional
"[{:family=>""Ausubel"", :given=>""Lawrence""}, {:family=>""Milgrom"", :given=>""Paul""}]"	Ascending Auctions with Package Bidding	article-journal	Working Paper	2002-03	left_only	Optional
"[{:family=>""Dasgupta"", :given=>""Partha""}, {:family=>""Maskin"", :given=>""Eric""}]"	Efficient Auctions	article-journal	Quarterly Journal of Economics	2000-05	left_only	Optional
"[{:family=>""Jehiel"", :given=>""Philippe""}, {:family=>""Moldovanu"", :given=>""Benny""}]"	Efficient Design with Interdependent Valuations	article-journal	Econometrica	2001-09	left_only	Optional
"[{:family=>""Hansen"", :given=>""Robert G.""}]"	Auctions with Contingent Payments	article-journal	American Economic Review	1985-09	left_only	Optional
"[{:family=>""Maskin"", :given=>""Eric""}, {:family=>""Riley"", :given=>""John""}]"	Asymmetric Auctions	article-journal	Review of Economic Studies	2000-07	left_only	Optional
"[{:family=>""DeMarzo"", :given=>""Peter""}, {:family=>""Kremer"", :given=>""Ilan""}, {:family=>""Skrzypacz"", :given=>""Andrzej""}]"	Bidding with Securities: Auctions and Security Design	article-journal	American Economic Review	2005-09	left_only	Optional
"[{:family=>""Krishna"", :given=>""Vijay""}]"	Asymmetric English Auctions	article-journal	Journal of Economic Theory	2003-10	left_only	Optional
"[{:family=>""Asker"", :given=>""John""}]"	A Study of the Internal Organisation of a Bidding Cartel			2009-04	left_only	Optional
"[{:family=>""Marshall"", :given=>""Robert""}, {:family=>""Marx"", :given=>""Leslie""}]"	The Vulnerability of Auctions to Bidder Collusion	article-journal	Quarterly Journal of Economics	2009-05	left_only	Optional
"[{:family=>""Kastl"", :given=>""Jakub""}]"	Discrete Bids and Empirical Inference in Divisible Good Auctions	book		2009	left_only	Optional
"[{:family=>""Hortaçsu"", :given=>""Ali""}, {:family=>""Kastl"", :given=>""Jakub""}]"	Do Bidders in Canadian Treasury Bill Auctions Have Private Values?	book		2008	left_only	Optional
"[{:family=>""Ma"", :given=>""Jipeng""}]"	Strategy-Proofness and Strict Core in a Market with Indivisibilities	article-journal	International Journal of Game Theory	1994	left_only	Optional
"[{:family=>""Svensson"", :given=>""Lars-Gunnar""}]"	Queue Allocation of Indivisible Goods	article-journal	Social Choice and Welfare	1994-10	left_only	Optional
	Strategy-Proof Allocation of Indivisible Goods	article-journal	Social Choice and Welfare	1999-09	left_only	Optional
"[{:family=>""Papai"", :given=>""Szilvia""}]"	Strategy-Proof Assignment by Hierarchical Exchange	article-journal	Econometrica	2000-11	left_only	Optional
"[{:family=>""Sönmez"", :given=>""Tayfun""}, {:family=>""Ünver"", :given=>""M.Utku""}]"	House Allocation with Existing Tenants: A Characterization	book		2009	left_only	Optional
"[{:family=>""Pycia"", :given=>""Marek""}, {:family=>""Ünver"", :given=>""M.Utku""}]"	A Theory of House Allocation and Exchange Mechanisms	article-journal	Boston College Working Papers in Economics	2009-01	left_only	Optional
"[{:family=>""Jehiel"", :given=>""Philippe""}, {:family=>""Moldovanu"", :given=>""Benny""}, {:family=>""Stacchetti"", :given=>""Ennio""}]"	How (Not) to Sell Nuclear Weapons	article-journal	American Economic Review	1996-09	left_only	Required
"[{:family=>""Jehiel"", :given=>""Philippe""}, {:family=>""Moldovanu"", :given=>""Benny""}]"	Resale Markets and the Assignment of Property Rights	article-journal	Review of Economic Studies	1999-10	left_only	Required
"[{:family=>""Halafir"", :given=>""Isa""}, {:family=>""Krishna"", :given=>""Vijay""}]"	Asymmetric Auctions with Resale	article-journal	American Economic Review	2008-03	left_only	Required
"[{:family=>""Haile"", :given=>""Philip""}]"	Auctions with Resale Markets: An Application to U.S. Forest Service Timber Sales	article-journal	American Economic Review	2001-06	left_only	Required
"[{:family=>""Gomes"", :given=>""Armando""}, {:family=>""Jehiel"", :given=>""Philippe""}]"	Dynamic Processes of Social and Economic Interactions: On the Persistence of Inefficiencies	article-journal	Journal of Political Economy	2005-06	left_only	Optional
"[{:family=>""Garratt"", :given=>""Rodney""}, {:family=>""Tröger"", :given=>""Thomas""}, {:family=>""Zheng"", :given=>""Charles""}]"	Collusion via Resale	article-journal	Econometrica	2009-07	left_only	Optional
"[{:family=>""Garratt"", :given=>""Rodney""}, {:family=>""Tröger"", :given=>""Thomas""}]"	Speculation in Standard Auctions with Resale	article-journal	Econometrica	2006-05	left_only	Optional
"[{:family=>""Zheng"", :given=>""Charles""}]"	Optimal Auctions with Resale	article-journal	Econometrica	2002-11	left_only	Optional
"[{:family=>""Bergemann"", :given=>""Dirk""}, {:family=>""Välimäki"", :given=>""Juuso""}]"	Dynamic Marginal Contribution Mechanisms	chapter	Cowles Foundation Discussion Paper No. 1616	2007-07	left_only	Optional
"[{:family=>""Segal"", :given=>""Ilya""}, {:family=>""Pavan"", :given=>""Alessandro""}, {:family=>""Toikka"", :given=>""Juuso""}]"	Dynamic Mechanism Design: Revenue Equivalence	book		2008-05	left_only	Optional
"[{:family=>""Gershkov"", :given=>""Alex""}, {:family=>""Moldovanu"", :given=>""Benny""}]"	Learning about the Future and Dynamic Efficiency	article-journal	American Economic Review	2009-09	left_only	Optional
	Dynamic Revenue Maximization with Heterogeneous Objects: A Mechanism Design Approach	article-journal	American Economic Journal: Microeconomics	2009-08	left_only	Optional
"[{:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Rothblum"", :given=>""Uriel G.""}]"	Truncation Strategies in Matching Markets—In Search of Advice for Participants	article-journal	Econometrica	1999-01	left_only	Required
"[{:family=>""Pathak"", :given=>""Parag""}, {:family=>""Sönmez"", :given=>""Tayfun""}]"	Comparing Mechanisms by their Vulnerability to Manipulation	book		2009-01	left_only	Required
"[{:family=>""Dasgupta"", :given=>""Partha""}, {:family=>""Maskin"", :given=>""Eric""}]"	On the Robustness of Majority Rule	article-journal	Journal of the European Economic Association	2008-09	left_only	Required
"[{:family=>""Milgrom"", :given=>""Paul""}]"	Simplified Mechanisms with an Application to Sponsored-Search Auctions	chapter	Games and Economic Behavior . Also available as Stanford Institute for Economic Policy Research (SIEPR) Discussion Paper 08-013	2008-12	left_only	Required
	Assignment Messages and Exchanges	article-journal	American Economic Journal: Microeconomics	2009-08	left_only	Required
"[{:family=>""Esponda"", :given=>""Ignacio""}]"	Behavioral Equilibrium in Economies with Adverse Selection	article-journal	American Economic Review	2008-09	left_only	Required
	Information Feedback in First Price Auctions	article-journal	Rand Journal of Economics	2008	left_only	Required
"[{:family=>""Bergemann"", :given=>""Dirk""}, {:family=>""Morris"", :given=>""Stephen""}]"	Robust Mechanism Design	article-journal	Econometrica	2005-11	left_only	Required
	An Ascending Auction for Interdependent Values: Uniqueness and Robustness to Strategy Uncertainty	article-journal	American Economic Review	2007-05	left_only	Required
"[{:family=>""Wilson"", :given=>""Robert B.""}]"	Efficient and Competitive Rationing	article-journal	Econometrica	1989-01	left_only	Optional
"[{:family=>""McAfee"", :given=>""R.Preston""}]"	Coarse Matching	article-journal	Econometrica	2002-09	left_only	Optional
"[{:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Sönmez"", :given=>""Tayfun""}, {:family=>""Ünver"", :given=>""M.Utku""}]"	Efficient Kidney Exchange: Coincidence of Wants in Markets with Compatibility-Based Preferences	article-journal	American Economic Review	2007-06	left_only	Optional
"[{:family=>""Budish"", :given=>""Eric""}]"	The Combinatorial Assignment Problem: Approximate Competitive Equilibrium from Equal Incomes	book		2009-10	left_only	Optional
