Required	[{:family=>"Bourgois", :given=>"Philippe"}]	["In Search of Respect: Selling Crack in El Barrio"]			["2002"]
Required	[{:family=>"Pascoe", :given=>"C.J.Dude"}]	["You’re a Fag: Masculinity and Sexuality in High School"]			["2007"]
Required	[{:family=>"Rhodes", :given=>"Lorna A."}]	["Total Confinement: Madness and Reason in the Maximum Security Prison"]			["2004"]
Required	[{:family=>"Andersen", :given=>"Margaret L."}, {:family=>"Collins", :given=>"Patricia Hill"}]	["Race, Class and Gender"]			["2000"]
Required	[{:family=>"Bogarad", :given=>"Carley Rees"}, {:family=>"Crockett", :given=>"Lynne"}, {:family=>"Schmidt", :given=>"Jan Zlotnik"}]	["Legacies: Fiction"]			["2008"]
Required	[{:family=>"Ferrante", :given=>"Joan"}, {:family=>"Browne", :given=>"Prince", :suffix=>"Jr"}]	["The Social Construction of Race and Ethnicity in the United States"]			["2001"]
Required	[{:family=>"Lock", :given=>"Margaret"}, {:family=>"Farquhar", :given=>"Judith"}]	["Beyond the Body Proper: Reading the Anthropology of Material Life"]			["2007"]
Required	[{:family=>"Nagel", :given=>"Joane"}]	["Race, Ethnicity and Sexuality: Intimate Intersections, Forbidden Frontiers"]			["2003"]
Required	[{:family=>"Susser", :given=>"Ida"}, {:family=>"Patterson", :given=>"Thomas C."}]	["Cultural Diversity in the United States: A Critical Reader"]			["2001"]
Optional	[{:family=>"Davis", :given=>"Natalie Zemon"}]	["Boundaries and the Sense of Self in Sixteenth-Century France"]	chapter	["Reconstructing Individualism: Autonomy, Individuality, and the Self in Western Thought"]	["1986"]
Optional	[{:family=>"Mead", :given=>"George Herbert"}]	["The Self, the I, and the Me"]	chapter	["Lemert, Charles. Social Theory: The Multicultural & Classic Readings"]	["2009"]
Optional	[{:family=>"Wade", :given=>"Nicholas"}]	["Human Culture, an Evolutionary Force"]	article-journal	["New York Times"]	["2010-03-01"]
Optional	[{:family=>"Gordon", :given=>"Linda"}]	["Social Purity and Eugenics.” Woman’s Body, Woman’s Right: A Social History of Birth Control in America"]			["1990"]
Optional	[{:family=>"Gould", :given=>"Stephen J."}]	["Measuring Bodies"]	chapter	["The Mismeasure of Man"]	["1996"]
Optional	[{:family=>"Schmidt", :given=>"Body]"}, {:family=>"Matthew"}, {:family=>"Moore", :given=>"Lisa Jean"}]	["Constructing a ‘Good Catch’, Picking a Winner: The Development of Technosemen and the Deconstruction of the Monolithic Male"]			
Optional	[{:family=>"Kondo", :given=>"Dorinne"}]	["On Being a Conceptual Anomaly.” Crafting Selves: Power, Gender, and Discourses of Identity in a Japanese Workplace"]			["1990"]
Optional	[{:family=>"Pascoe", :given=>"Peggy"}]	["Miscegenation Law, Court Cases, and Ideologies of ‘Race’ in 20th-Century America"]	chapter	["Unequal Sisters: An Inclusive Reader in US Women’s History"]	["2007"]
Optional	[{:family=>"Springen", :given=>"Karen"}, {:family=>"Noonan", :given=>"David"}]	["Sperm Banks Go Online"]	article-journal	["Newsweek"]	["2003-04-21"]
Optional	[{:family=>"Fisher", :given=>"Ian"}]	["Bill Would Govern Use of Dead Men’s Sperm"]	article-journal	["New York Times"]	["1998-03-07"]
Optional	[{:family=>"Harmon", :given=>"Amy"}]	["First Comes the Baby Carriage"]	article-journal	["New York Times"]	["2005-10-13"]
Optional	[{:family=>"Alvarez", :given=>"Lizette"}]	["Spreading Scandinavian Genes, Without Viking Boats"]	article-journal	["New York Times"]	["2004-09-30"]
Optional	[{:family=>"Plotz", :given=>"David"}]	["Who’s Your Daddy?"]	article-journal	["New York Times"]	["2005-05-19"]
Optional	[{:family=>"Simons", :given=>"Marlise"}]	["French Uproar Over Right to Death for Unborn"]	article-journal	["New York Times"]	["2001-10-19"]
Optional	[{:family=>"Daley", :given=>"Suzanne"}]	["France Bans Damages for ‘Wrongful Births’"]	article-journal	["New York Times"]	["2002-01-10"]
Optional	[{:family=>"Díaz", :given=>"Legacies]"}, {:given=>"Junot"}]	["Fiesta 1980"]	chapter	["Originally in Díaz, Junot. Drown"]	["1996"]
Optional	[{:family=>"Durkheim", :given=>"Emile"}]	["The Normal and the Pathological"]	chapter	["Deviant Behavior"]	["2008"]
Optional		["Scandinavia and Ibn Fadlan"]	article-journal	["MuslimHeritage.com"]	["2007-02-02"]
Optional	[{:family=>"LaFraniere", :given=>"Sharon"}]	["A Miniature World Magnifies Dwarf Life"]	article-journal	["New York Times"]	["2010-03-03"]
Optional	[{:family=>"Itzkoff", :given=>"Dave"}]	["’Family Guy’, Palin, and the Limits of Laughter"]	article-journal	["New York Times"]	["2010-02-19"]
Optional	[{:family=>"Bumiller", :given=>"Elisabeth"}]	["Repeal of ‘Don’t Ask, Don’t Tell’ Policy Filed in Senate"]	article-journal	["New York Times"]	["2010-03-03"]
Optional	[{:family=>"Boylan", :given=>"Jennifer Finney"}]	["Is My Marriage Gay?"]	article-journal	["New York Times"]	["2009-05-11"]
Optional	[{:family=>"Rudnick", :given=>"Paul"}]	["Don’t Ask Me"]	article-journal	["New Yorker"]	["2010-03-22"]
Optional	[{:family=>"Laqueur", :given=>"Thomas"}]	["Orgasm, Generation, and the Politics of Reproductive Biology", "The Gender Sexuality Reader: Culture, History, Political Economy"]			["1997"]
Optional	[{:family=>"Willis", :given=>"Paul"}]	["Masculinity and Factory Labor"]	chapter	["Originally in Clarke, John, et al. Working-Class Culture: Studies in History and Theory"]	
Optional		["ISBN: 9780312889784", "Culture and Society: Contemporary Debates"]			["1979", "1990"]
Optional	[{:family=>"Cohn", :given=>"Carol"}]	["Wars, Wimps, and Women: Talking Gender and Thinking War"]	chapter	["The Gendered Society Reader"]	["2010"]
Optional	[{:family=>"Lucal", :given=>"Betsy"}]	["What it Means to be Gendered Me: Life on the Boundaries of a Dichotomous Gender System"]	article-journal	["Gender and Society"]	["1999"]
Optional	[{:family=>"Kramer", :given=>"Heinrich"}, {:family=>"Sprenger", :given=>"James"}]	["Part I, Question V"]	chapter	["The Malleus Maleficarum"]	["1486"]
Optional	[{:family=>"Stolke", :given=>"Verena"}]	["Invaded Women", "Race” and Writing in the Early Modern Period"]			["1994"]
Optional	[{:family=>"Kapsalis", :given=>"Terri"}]	["Mastering the Female Pelvis: Race and the Tools of Reproduction"]	chapter	["Public Privates: Performing Gynaecology from Both Ends of the Speculum"]	["1997"]
Optional	[{:family=>"Bordo", :given=>"Susan"}, {:family=>"Esterik", :given=>"Penny", :particle=>"Van"}]	["Anorexia Nervosa: Psychopathology as the Crystallization of Culture", "Food and Culture: A Reader"]			["2008"]
Optional	[{:family=>"Tsing", :given=>"Anna"}]	["Monster Stories: Women Charged with Perinatal Endangerment"]	chapter	["Uncertain Terms: Negotiating Gender in American Culture"]	["1992"]
Optional	[{:family=>"Kendall", :given=>"Lori"}]	["‘Oh No! I’m a Nerd!’: Hegemonic Masculinity on an Online Forum"]	article-journal	["Gender and Society"]	["2000"]
Optional	[{:family=>"Pyke", :given=>"Karen D."}, {:family=>"Johnson", :given=>"Denise L."}]	["Asian American Women and Racialized Femininities: ‘Doing’ Gender Across Cultural Worlds"]	article-journal	["Gender and Society"]	["2003"]
Optional	[{:family=>"Glaberson", :given=>"William"}]	["For Transgender People, Name is a Message"]	article-journal	["New York Times"]	["2010-01-24"]
Optional	[{:family=>"Brown", :given=>"Patricia Leigh"}]	["A Quest for a Restroom That’s Neither Men’s Room Nor Women’s Room"]	article-journal	["New York Times"]	["2005-03-04"]
Optional	[{:family=>"Jacobson", :given=>"Shari"}]	["Modernity, Conservative Religious Movements and the Female Subject: Newly Ultraorthodox Sephardi Women in Buenos Aires"]	article-journal	["American Anthropologist"]	["2006"]
Optional	[{:family=>"Rouse", :given=>"Carolyn"}, {:family=>"Hoskins", :given=>"Janet"}]	["Purity, Soul Food, and Sunni Islam: Explorations at the Intersection of Consumption and Resistance"]	article-journal	["Cultural Anthropology"]	["2004"]
Optional	[{:family=>"Malamud", :given=>"Bernard"}]	["The Jewbird", "The Norton Anthology of Short Fiction"]			["1978"]
Optional	[{:family=>"Zia", :given=>"Helen"}]	["Gangsters, Gooks, Geishas and Geeks", "Racial and Ethnic Groups"]			["2004"]
Optional	[{:family=>"Omi", :given=>"Michael"}, {:family=>"Winant", :given=>"Howard"}]	["Racial Formation.” Racial Formation in the United States: From the 1960s to the 1990s"]			["1994"]
Optional	[{:family=>"Smedley", :given=>"Audrey"}]	["‘Race’ and the Construction of Human Identity"]	article-journal	["American Anthropologist"]	["1999"]
Optional	[{:family=>"Bois", :given=>"W.E.B.", :particle=>"Du"}]	["The Philadelphia Negro: A Social Study", "The Souls of Black Folk"]	chapter	["Readings in Social Theory: The Classic Tradition to Post-Modernism"]	["1899", "1903", "2010"]
Optional	[{:family=>"Nixon", :given=>"Ron"}]	["DNA Tests Find Branches but Few Roots"]	article-journal	["New York Times"]	["2007-11-25"]
Optional	[{:family=>"Potok", :given=>"Mark"}, {:others=>true}]	["The Geography of Hate"]	article-journal	["New York Times"]	["2007-11-25"]
Optional	[{:family=>"Saulny", :given=>"Susan"}]	["With New Homes, Town Makes Amends for Its Bias"]	article-journal	["New York Times"]	["2010-03-10"]
Optional	[{:family=>"Wise", :given=>"Tim"}]	["Imagine: Protest, Insurgency, and the Workings of White Privilege"]			["2010-04-25"]
Optional	[{:family=>"Pollock", :given=>"Mica"}]	["Race Bending: ‘Mixed’ Youth Practicing Strategic Racialization in California"]	article-journal	["Anthropology & Education Quarterly"]	["2004"]
Optional	[{:family=>"Rotimi", :given=>"Charles N."}]	["Genetic Ancestry Tracing and the African Identity: A Double-Edged Sword?"]	article-journal	["Developing World Bioethics"]	["2003"]
Optional	[{:family=>"Cole", :given=>"Johnnetta Betsch"}, {:family=>"Guy-Sheftall", :given=>"Beverly"}]	["Collisions: Black Liberation Versus Women’s Liberation"]	chapter	["Gender Talk: The Struggle for Women’s Equality in African American Communities"]	["2003"]
Optional	[{:family=>"Lei", :given=>"Joy L."}]	["Un)necessary Toughness? Those ‘Loud Black Girls’ and Those Quiet Asian Boys.’"]	article-journal	["Anthropology & Education Quarterly"]	["2003"]
Optional	[{:family=>"Harmon", :given=>"Amy"}]	["Indian Tribe Wins Fight to Limit Research of its DNA"]	article-journal	["New York Times"]	["2010-04-21"]
Optional	[{:family=>"Perelman", :given=>"Leslie"}, {:family=>"Paradis", :given=>"James"}, {:family=>"Barrett", :given=>"Edward"}]	["Using Source Language Appropriately"]	chapter	["Section 10.1 in The Mayfield Handbook of Technical and Science Writing"]	["2001"]
Optional	[{:family=>"Saltz", :given=>"Laura"}, {:others=>true}]	["Revising the Draft"]	book		["1998"]
Optional	[{:family=>"Cooper", :given=>"Kim"}]	["Tips on Grammar, Punctuation, and Style"]	book		["1999"]
Optional	[{:family=>"Cohen", :given=>"Joshua"}]	["Some Rules of Thumb for Writing Papers"]			
Optional	[{:family=>"Evera", :particle=>"Van"}, {:given=>"Stephen"}]	["How to Write a Paper"]			
