Required	[{:family=>"Hurston", :given=>"Zora Neale"}]	["Dust Tracks on a Road: An Autobiography"]			["2006"]
Required	[{:family=>"Rodriguez", :given=>"Richard"}]	["Hunger of Memory: The Education of Richard Rodriguez: An Autobiography"]			["2004"]
Required	[{:family=>"Walley", :given=>"Christine J."}]	["Exit Zero: Family and Class in Postindustrial Chicago"]			["2013"]
Required	[{:family=>"Aldrich", :given=>"Nelson W.", :suffix=>"Jr."}]	["Old Money: The Mythology of Wealth in America"]	article-journal	["Allworth Press"]	["1997"]
Required	[{:family=>"Eribon", :given=>"Didier"}]	["Returning to Reims"]	article-journal	["Semiotext(e"]	["2013"]
Required	[{:family=>"Rolph-Trouillat", :given=>"Michel"}]	["Silencing the Past: Power and the Production of History"]			["1997"]
Required	[{:family=>"Terkel", :given=>"Studs"}]	["Race: How Blacks and Whites Think and Feel About the American Obsession"]	article-journal	["The New Press"]	["2012"]
Required	[{:family=>"Terkel", :given=>"Studs"}]	["Onward and Upward.” Chapter 1 in American Dreams: Lost and Found"]	article-journal	["The New Press"]	["2005"]
Required	[{:family=>"Terkel", :given=>"Studs"}]	["O Canaan Land.” Chapter 2 in American Dreams: Lost and Found"]	article-journal	["The New Press"]	["2005"]
Required	[{:family=>"Terkel", :given=>"Studs"}]	["In the Country.” Chapter 3 in American Dreams: Lost and Found"]	article-journal	["The New Press"]	["2005"]
Required	[{:family=>"Portelli", :given=>"Alessandro"}]	["The Peculiarities of Oral History"]	article-journal	["History Workshop Journal"]	["1981"]
Required	[{:family=>"Gusterson", :given=>"Hugh"}]	["Ethnographic Research.” Chapter 7 in Qualitative Methods in International Relations: A Pluralist Guide"]			["2008"]
Required	[{:family=>"Adichie", :given=>"Chimamanda Ngozi"}]	["Chapters 1–17 in Americanah"]	article-journal	["Anchor"]	["2014"]
Optional	[{:family=>"Pierpont", :given=>"Claudia Roth"}]	["A Society of One: Zora Neale Hurston, American Contrarian"]	article-journal	["New Yorker"]	["1997"]
Required	[{:family=>"Yang", :given=>"Kao Kalia"}]	["The Latehomecomer: A Hmong Family Memoir"]			["2017"]
Required	[{:family=>"Walley", :given=>"Christine J."}]	["Deindustrializing Chicago: A Daughter’s Story"]	chapter	["Chapter 6 in The Insecure American: How We Got Here & What We Should Do About It"]	["2009"]
Required	[{:family=>"Sewell", :given=>"William H.", :suffix=>"Jr."}]	["Preface"]	chapter	["Logics of History: Social Theory and Social Transformation"]	["2005"]
Required	[{:family=>"Sewell", :given=>"William H.", :suffix=>"Jr."}]	["Theory, History, and Social Science.” Chapter 1 in Logics of History: Social Theory and Social Transformation"]			["2005"]
Required		["On Slavery: The Oral History of Abdallah Mohammed Kimbau"]	book		["1995-10"]
Required		["The Story of Kibaraka the Waterseller by Bi Hamisa Farahani"]	book		["1995-06"]
Required	[{:family=>"Steedman", :given=>"Carolyn Kay"}]	["Acknowledgements.” In Landscape for a Good Woman: A Story of Two Lives"]			["1987"]
Required	[{:family=>"Steedman", :given=>"Carolyn Kay"}]	["Death of a Good Woman"]	chapter	["Landscape for a Good Woman: A Story of Two Lives"]	["1987"]
Required	[{:family=>"Steedman", :given=>"Carolyn Kay"}]	["Stories.” In Landscape for a Good Woman: A Story of Two Lives"]			["1987"]
Required	[{:family=>"Steedman", :given=>"Carolyn Kay"}]	["The Weaver’s Daughter"]	chapter	["Landscape for a Good Woman: A Story of Two Lives"]	["1987"]
Optional	[{:family=>"Frank", :given=>"Robert"}]	["Introduction: The Birth of a Nation"]	chapter	["Richistan: A Journey Through the American Wealth Boom and the Lives of the New Rich"]	["2008"]
Optional	[{:family=>"Reed-Danahay", :given=>"Deborah"}]	["Appendix I: Remembering Pierre Bourdieu, 1930–2002"]	chapter	["Locating Bourdieu"]	["2005"]
Optional	[{:family=>"Bourdieu", :given=>"Pierre"}]	["The Aristocracy of Culture.” Chapter 1 in Distinction: A Social Critique of the Judgement of Taste"]			["1984"]
Optional	[{:family=>"Alger", :given=>"Horatio", :suffix=>"Jr."}]	["Ragged Dick and Struggling Upward"]			["1985"]
Optional	[{:family=>"Cheever", :given=>"John"}]	["The Housebreaker of Shady Hill,” and “The Worm in the Apple"]	chapter	["The Stories of John Cheever"]	["2000"]
Optional	[{:family=>"Khan", :given=>"Shamus Rahman"}]	["Introduction: Democratic Inequality,” and Chapter 3 in Privilege: The Making of an Adolescent Elite at St"]			["2012"]
Optional	[{:family=>"Mills", :given=>"C.Wright"}]	["Chapters 4, and 10–12 in White Collar: The American Middle Classes: Fiftieth Anniversary Edition"]			["2002"]
Optional	[{:family=>"Ortner", :given=>"Sherry B."}]	["Reading America: Preliminary Notes on Class and Culture"]	chapter	["Chapter 9 in Recapturing Anthropology: Working in the Present"]	["1991"]
Optional		["Chapters 2, 3, 9, 11, and 15 in The Life Stories of Undistinguished Americans as Told by Themselves"]			["1999"]
