Required	[{:family=>"Gourevitch", :given=>"Philip"}]	["We Wish to Inform You that Tomorrow We Will be Killed With Our Families"]			["1998"]
Required	[{:family=>"Swofford", :given=>"Anthony"}]	["Jarhead: A Marine’s Chronicle of the Gulf War and Other Battles"]			["2003"]
Required		["The Iraq War Reader: History, Documents, Opinions"]			["2003"]
Required	[{:family=>"Rampton", :given=>"Sheldon"}, {:family=>"Stauber", :given=>"John"}]	["Weapons of Mass Deception: The Uses of Propaganda in Bush’s War on Iraq"]			["2003"]
Required	[{:family=>"Freud", :given=>"Sigmund"}]	["Why War?"]	chapter	["Aggression, Hostility and Violence: Nature or Nurture?"]	["1972"]
Required	[{:family=>"Mead", :given=>"Margaret"}]	["Warfare is Only an Invention - Not a Biological Necessity"]	chapter	["Approaches to Peace: A Reader in Peace Studies"]	["1999"]
Required	[{:family=>"James", :given=>"William"}]	["The Moral Equivalent of War"]	chapter	["Approaches to Peace: A Reader in Peace Studies"]	["1999"]
Required	[{:family=>"Hedges", :given=>"Chris"}]	["Introduction.” In War is a Force That Gives us Meaning"]			["2002"]
Required	[{:family=>"Chagnon", :given=>"Napoleon"}]	["Life Histories, Blood Revenge, and Warfare in a Tribal Population"]	article-journal	["Science"]	["1988-02-26"]
Required	[{:family=>"Ferguson", :given=>"Brian"}]	["A Savage Encounter: Western Contact and the Yanomami War Complex"]	chapter	["War in the Tribal Zone"]	["2000"]
Required	[{:family=>"Rosaldo", :given=>"Renato"}]	["Grief and a Headhunter’s Rage,” and “An Oblique Account of Warfare"]	chapter	["Culture and Truth: The Remaking of Social Analysis"]	["1989"]
Required	[{:family=>"Keegan", :given=>"John"}]	["Agincourt, October 25th, 1415.” Chapter 2 in The Face of Battle"]			["1976"]
Required	[{:family=>"Ellis", :given=>"John"}]	["Battle: The Reality"]	chapter	["Eye-Deep in Hell: Trench Warfare in World War II"]	["1989"]
Required	[{:family=>"Rubin", :given=>"Elizabeth"}]	["Down the Dark Hole of Chechnya"]	article-journal	["New York Times Magazine"]	["2001-07-08"]
Required	[{:family=>"Ignatieff", :given=>"Michael"}]	["Virtual War"]	chapter	["Virtual War: Kosovo and Beyond"]	["2000"]
Required	[{:family=>"Hassan", :given=>"Nasra"}]	["An Arsenal of Believers"]	article-journal	["New Yorker"]	["2001-11-19"]
Required	[{:family=>"Gourevitch", :given=>"Philip"}]	["We Wish to Inform You that Tomorrow We Will be Killed With Our Families"]			["1998"]
Required	[{:family=>"Leaning", :given=>"Jennifer"}]	["Diagnosing Genocide - The Case of Darfur"]	article-journal	["New England Journal of Medicine"]	["2004-08-19"]
Required	[{:family=>"Ryle", :given=>"John"}]	["Disaster in Darfur"]	article-journal	["New York Review of Books"]	["2004-08-12"]
Required		["The following link lists all articles by Nicholas D. Kristof, an Op-Ed columnist for the The New York Times"]	article-journal	["Search for “Darfur”"]	
Required	[{:family=>"Moeller", :given=>"Susan"}]	["Compassion Fatigue"]	article-journal	["Media Studies Journal"]	["2001"]
Required	[{:family=>"Ignatieff", :given=>"Michael"}]	["The Nightmare From Which We Are Trying to Awake"]	chapter	["The Warrior’s Honor: Ethnic War and the Modern Conscience"]	["1998"]
Required	[{:family=>"Krog", :given=>"Antjie"}]	["Country of My Skull"]			["1998"]
Required	[{:family=>"Ellsberg", :given=>"Daniel"}]	["Secrets: A Memoir of Vietnam and the Pentagon Papers"]			["2002"]
Optional	[{:family=>"Appy", :given=>"Chris"}]	["Working Class War: American Combat Soldiers and Vietnam"]			["1993"]
Required	[{:family=>"Gibson", :given=>"James William"}]	["Warrior Dreams: Violence and Manhood in Post Vietnam America"]			["1994"]
