author	title	type	collection	year	_merge	category
"[{:family=>""Garrels"", :given=>""R.""}, {:family=>""Thompson"", :given=>""M.""}]"	A Chemical Model for Seawater at 25 C and One Atmosphere Total Pressure	article-journal	American Journal of Science	1962	both	Required
"[{:family=>""Broecker"", :given=>""W.S.""}]"	A Kinetic Model for the Chemical Composition of Sea Water	article-journal	Quaternary Research		both	Required
"[{:family=>""Sillen"", :given=>""L.G.""}]"	The Ocean as A Chemical System	article-journal	Science	1967	both	Required
"[{:family=>""McDuff"", :given=>""R.E.""}, {:family=>""Morel"", :given=>""F.M.""}]"	The Geochemical Control of Seawater (Sillen revisited	article-journal	Environmental Science and Technology		both	Required
"[{:family=>""Drever"", :given=>""J.I.""}]"	The Magnesium Problem	chapter	The Sea	1974	both	Required
"[{:family=>""Edmond"", :given=>""J.M.""}, {:others=>true}]"	Ridge Crest Hydrothermal Activity and The Balances of the Major and Minor Elements in The Ocean: The Galapagos Data”	article-journal	Earth and Planetary Science Letters	1979	both	Required
"[{:family=>""Mottl"", :given=>""M.J.""}, {:family=>""Wheat"", :given=>""C.G.""}]"	Hydrothermal Circulation Through Mid-ocean Ridge Flanks: Fluxes of Heat and Magnesium	article-journal	Geochimica et Cosmochimica Acta		both	Required
"[{:family=>""Damm"", :given=>""K.L."", :particle=>""Von""}, {:others=>true}]"	Evolution of East Pacific Rise Hydrothermal Vent Fluids Following a Volcanic Eruption	article-journal	Nature	1995	both	Required
"[{:family=>""Michalopoulos"", :given=>""P.""}, {:family=>""Aller"", :given=>""R.C.""}]"	Rapid Clay Mineral Formation in Amazon Delta Sediments: Reverse Weathering and Oceanic Elemental Cycles	article-journal	Science	1995	both	Required
"[{:family=>""Broecker"", :given=>""W.S.""}, {:others=>true}]"	Isotopic Versus Micrometeorologic Ocean CO2 Fluxes: A Serious Conflict”	article-journal	Journal of Geophysical Research		both	Required
