author	title	type	collection	year	_merge	category
"[{:family=>""Suh"", :given=>""Nam P.""}]"	Complexity Theory Based on Axiomatic Design.” Chapter 3 in Complexity: Theory and Applications			2005	both	Required
"[{:family=>""Hale"", :given=>""Layton C.""}]"	Principles and Techniques for Desiging Precision Machines	thesis		1999	both	Required
"[{:family=>""Pohl"", :given=>""Dieter W.""}]"	Some Design Criteria in Scanning Tunneling Microscopy	article-journal	IBM Journal of Research and Development	1986-07	both	Required
"[{:family=>""Lewis"", :given=>""R.A.""}, {:others=>true}]"	Student Scanning Tunneling Microscope	article-journal	Am. J. Phys	1991-01	both	Required
"[{:family=>""Binning"", :given=>""G.""}, {:others=>true}]"	Surface Studies by Scanning Tunneling Microscopy	article-journal	Physical Review Letters	1982-07-05	both	Required
"[{:family=>""Golovchenko"", :given=>""J.A.""}]"	The Tunneling Microscope: A New Look at the Atomic World			1986-04-04	both	Required
"[{:family=>""Prepost"", :given=>""R.""}]"	Scanning Tunneling Microscope.” Notes for Physics 407 Advanced Laboratory	book		2000-04-26	both	Required
"[{:family=>""Hale"", :given=>""Layton C.""}]"	Appendix C: Contact Mechanics	thesis		1999	both	Required
"[{:family=>""Slocum"", :given=>""A.""}]"	Kinematic Couplings for Precision Fixturing - Part 1: Formulation of Design Parameters	article-journal	Precision Engineering	1988-04	both	Required
"[{:family=>""Slocum"", :given=>""A.""}]"	Kinematic Couplings for Precision Fixturing - Part 2: Experimental Determination of Repeatability and Stiffness	article-journal	Precision Engineering	1988-07	both	Required
"[{:family=>""Slocum"", :given=>""A.""}]"	Design of Three-groove Kinematic Couplings	article-journal	Precision Engineering	1992-04	both	Required
"[{:family=>""Culpepper"", :given=>""M.L.""}, {:others=>true}]"	Design of Integrated Eccentric Mechanisms and Exact Constraint Fixtures for Micron-level Repeatability and Accuracy	chapter	Paper accepted for publication in Precision Engineering		both	Optional
"[{:family=>""Mangudi"", :given=>""K.""}, {:family=>""Culpepper"", :given=>""M.L.""}]"	Active	paper-conference	2004 Annual Meeting of the American Society for Precision Engineering	2004-10	both	Optional
"[{:given=>""Slocum""}, {:others=>true}]"	Flexural Mount Kinematic Couplings and Method	article-journal	U. S. Patent	1997	both	Optional
"[{:family=>""Culpepper"", :given=>""M.L.""}, {:others=>true}]"	Quasi-kinematic Couplings for Low-cost Precision Alignment of High-volume Assemblies	article-journal	Transactions of the ASME	2004-05	both	Optional
"[{:family=>""Culpepper"", :given=>""M.L.""}]"	Design of Quasi-kinematic Couplings	article-journal	Precision Engineering	2004	both	Optional
"[{:family=>""Park"", :given=>""Sang-I.I.""}, {:family=>""Quate"", :given=>""C.F.""}]"	Tunneling Microscopy of Graphite in Air	article-journal	Applied Physics Letters	1986-01-13	both	Optional
"[{:family=>""Hamley"", :given=>""I.W.""}]"	Nanostructure Fabrication Using Block Copolymers	article-journal	Nanotechnology	2003	both	Optional
"[{:family=>""Bower"", :given=>""Chris""}, {:family=>""Zhu"", :given=>""Wei""}, {:family=>""Jin"", :given=>""Sungho""}, {:family=>""Zhou"", :given=>""Otto""}]"	Plasma-induced Alignment of Carbon Nanotubes	article-journal	Applied Physics Letters	2000-08-07	both	Optional
"[{:family=>""Kim"", :given=>""S.""}, {:family=>""Barbastathis"", :given=>""G.""}, {:family=>""Tuller"", :given=>""H.L.""}]"	MEMS for Optical Functionality	article-journal	Journal of Electroceramics	2004	both	Optional
