Required	[{:family=>"Grodzinsky", :given=>"A.Fields"}]	["Forces and Flows in Biological Systems"]			["2011"]
Required	[{:family=>"Boal", :given=>"D."}]	["Mechanics of the Cell"]			["2001"]
Required	[{:family=>"Lodish", :given=>"H."}, {:family=>"Baltimore", :given=>"D."}, {:others=>true}]	["Molecular Cell Biology"]			["2012"]
Required	[{:family=>"Dill", :given=>"K."}, {:family=>"Bromberg", :given=>"S."}]	["Molecular Driving Forces: Statistical Thermodynamics in Chemistry & Biology"]	book		["2003"]
Required	[{:family=>"Howard", :given=>"J."}]	["Mechanics of Motor Proteins and the Cytoskeleton"]	article-journal	["Sinauer Associates"]	["2001"]
Required	[{:family=>"Phillips", :given=>"R."}, {:family=>"Kondev", :given=>"J."}, {:others=>true}]	["Physical Biology of the Cell"]	article-journal	["Garland Science"]	["2008"]
Required	[{:family=>"Jackson", :given=>"M.B."}]	["Molecular and Cellular Biophysics"]			["2006"]
Optional	[{:family=>"Nelson", :given=>"P."}]	["Biophysics Chemistry"]	article-journal	["Wiley-blackwell"]	["2008"]
Optional	[{:family=>"Mofrad", :given=>"M."}, {:family=>"Kamm", :given=>"R."}]	["Cytoskeletal Mechanics: Models and Measurements in Cell Mechanics"]			["2011"]
Optional	[{:family=>"Mofrad", :given=>"M."}, {:family=>"Kamm", :given=>"R."}]	["Cellular Mechanotransduction: Diverse Perspectives from Molecules to Tissues"]			["2009"]
Optional	[{:family=>"Haynie", :given=>"D."}]	["Biological Thermodynamics"]			["2008"]
Optional	[{:family=>"Wales", :given=>"D.J.Energy Landscapes"}]	["With Applications to Clusters, Biomolecules, and Glasses"]			["2004"]
Optional	[{:family=>"Downarowicz", :given=>"T."}]	["Entropy in Dynamical Systems"]			["2011"]
Optional	[{:family=>"Ben-naim", :given=>"A."}]	["Entropy Demystified: The Second Law Reduced to Plain Common Sense"]			["2008"]
Required	[{:family=>"Yu", :given=>"Hao"}, {:others=>true}]	["Energy Landscape Analysis of Native Folding of the Prion Protein Yields the Diffusion Constant, Transition Path Time, and Rates"]	article-journal	["Proceedings of the National Academy of Sciences of the United States of America"]	["2012"]
Required	[{:family=>"Vliet", :given=>"Van"}, {:others=>true}]	["The Biomechanics Toolbox: Experimental Approaches for Living Cells and Biomolecules"]	article-journal	["Acta Materialia"]	["2003"]
Required	[{:family=>"Hynes", :given=>"Richard O."}, {:family=>"Naba", :given=>"Alexandra"}]	["Overview of the Matrisome—an Inventory of Extracellular Matrix Constituents and Functions"]	article-journal	["Cold Spring Harbor Perspectives in Biology"]	["2012"]
Required	[{:family=>"Kadler", :given=>"Karl E."}, {:family=>"Baldock", :given=>"Clair"}, {:others=>true}]	["Collagens at a Glance"]	article-journal	["Journal of Cell Science"]	["2007"]
Required	[{:family=>"Gordon", :given=>"Marion K."}, {:family=>"Hahn", :given=>"Rita A."}]	["Collagens"]	article-journal	["Cell and Tissue Research"]	["2010"]
Required	[{:family=>"Gautieri", :given=>"Alfonso"}, {:others=>true}]	["Viscoelastic Properties of Model Segments of Collagen Molecules"]	article-journal	["Matrix Biology"]	["2012"]
Required	[{:family=>"Darling", :given=>"E.M."}, {:others=>true}]	["Viscoelastic Properties of Zonal Articular Chondrocytes Measured by Atomic Force Microscopy"]	article-journal	["Osteoarthritis and Cartilage"]	["2006"]
Required	[{:family=>"Rosenbluth", :given=>"Michael J."}, {:others=>true}]	["Slow Stress Propagation in Adherent Cells"]	article-journal	["Biophysical Journal"]	["2008"]
Required	[{:family=>"Nia", :given=>"Hadi Tavakoli"}, {:others=>true}]	["Poroelasticity of Cartilage at the Nanoscale"]	article-journal	["Biophysical Journal"]	["2011"]
Required	[{:family=>"Nia", :given=>"Hadi Tavakoli"}, {:others=>true}]	["High-bandwidth AFM-based Rheology Reveals that Cartilage is most Sensitive to High Loading Rates at Early Stages of Impairment"]	article-journal	["Biophysical Journal"]	["2013"]
Required	[{:family=>"Nia", :given=>"Hadi Tavakoli"}, {:others=>true}]	["Aggrecan Nanoscale Solid–Fluid Interactions Are a Primary Determinant of Cartilage Dynamic Mechanical Properties"]	article-journal	["ACS Nano"]	["2015"]
Required	[{:family=>"Moeendarbary", :given=>"Emad"}, {:others=>true}]	["The Cytoplasm of Living Cells Behaves as a Poroelastic Material"]	article-journal	["Nature Materials"]	["2013"]
Required	[{:given=>"Kamm"}]	["Chapter 2.2: “Mechanics of the Cytoskeleton"]			
Required	[{:family=>"Even–Ram", :given=>"Sharona"}, {:family=>"Yamada", :given=>"Kenneth M."}]	["Cell Migration in 3D Matrix"]	article-journal	["Current Opinion in Cell Biology"]	["2005"]
Required	[{:family=>"Wirtz", :given=>"Denis"}, {:others=>true}]	["The Physics of Cancer: The Role of Physical Interactions and Mechanical Forces in Metastasis"]	article-journal	["Nature Reviews Cancer"]	["2011"]
Required	[{:family=>"Wieland", :given=>"Heike A."}, {:others=>true}]	["Osteoarthritis—an Untreatable Disease?"]	article-journal	["Nature Reviews Drug Discovery"]	["2005"]
Required	[{:family=>"Frank", :given=>"Eliot H."}, {:others=>true}]	["Streaming Potentials: A Sensitive Index of Enzymatic Degradation in Articular Cartilage"]	article-journal	["Journal of Orthopaedic Research"]	["1987"]
