author	title	type	collection	year	_merge	category
"[{:family=>""Ray"", :given=>""Debraj""}]"	Development Economics			1998	both	Required
"[{:family=>""Hartmann"", :given=>""Betsy""}, {:family=>""Boyce"", :given=>""James K.""}]"	The Trials of a Poor Peasant Family.” Chapter 12 in A Quiet Violence: View from a Bangladesh Village			1985	both	Required
"[{:family=>""Banerjee"", :given=>""A.V.""}, {:family=>""Duflo"", :given=>""E.""}]"	The Economic Lives of the Poor	article-journal	Journal of Economic Perspectives	2007	both	Required
"[{:family=>""Thomas"", :given=>""D.""}, {:family=>""Frankenberg"", :given=>""E.""}, {:family=>""Friedman"", :given=>""J.""}, {:family=>""Habicht"", :given=>""J.-P.""}, {:family=>""Jones"", :given=>""N.""}, {:family=>""McKelvey"", :given=>""C.""}, {:family=>""Pelto"", :given=>""G.""}, {:family=>""Sikoki"", :given=>""B.""}, {:family=>""Smith"", :given=>""J.P.""}, {:family=>""Sumantri"", :given=>""C.""}, {:family=>""Suriastini"", :given=>""W.""}]"	Causal Effect of Health on Labor Market Outcomes: Evidence from a Random Assignment Iron Supplementation Intervention	chapter	California Center for Population Research On-Line Working Paper Series	2004-04-01	both	Required
	The PROBE Team in association with the Centre for Development Economics	report		1999	both	Required
"[{:family=>""Duflo"", :given=>""E.""}]"	Schooling and Labor Market Consequences of School Construction in Indonesia: Evidence from an Unusual Policy Experiment	article-journal	American Economic Review	2001	both	Required
"[{:family=>""Banerjee"", :given=>""Abhijit V.""}, {:family=>""Deaton"", :given=>""Angus""}, {:family=>""Duflo"", :given=>""Esther""}]"	Wealth	article-journal	American Economic Review	2003	both	Required
"[{:family=>""Dreze"", :given=>""Jean""}, {:family=>""Sen"", :given=>""Amartya""}]"	Gender Inequality and Women’s Agency.” Chapter 7 in India: Economic Development and Social Opportunity	book		1999	both	Required
"[{:family=>""Udry"", :given=>""C.""}]"	Gender	article-journal	Journal of Political Economy	1996	both	Required
"[{:family=>""Duflo"", :given=>""E.""}, {:family=>""Udry"", :given=>""C.""}]"	Intrahousehold Resource Allocation in Cote d’Ivoire: Social Norms	article-journal	National Bureau of Economic Research Working Paper	2004-05	both	Required
"[{:family=>""Banerjee"", :given=>""A.V.""}]"	Land Reforms: Prospects and Strategies	book		1999	both	Required
"[{:family=>""Paxson"", :given=>""C.H.""}]"	Using Weather Variability to Estimate the Response of Savings to Transitory Income in Thailand	article-journal	American Economic Review	1992	both	Required
"[{:family=>""Udry"", :given=>""C.""}]"	Credit Markets in Northern Nigeria: Credit as Insurance in a Rural Economy	article-journal	World Bank Economic Review	1990	both	Required
"[{:family=>""Aleem"", :given=>""I.""}]"	Imperfect Information	article-journal	World Bank Economic Review	1990-09	both	Required
"[{:family=>""Acemoglu"", :given=>""D.""}, {:family=>""Johnson"", :given=>""S.""}, {:family=>""Robinson"", :given=>""J.""}]"	The Colonial Origins of Comparative Development: An Empirical Investigation	article-journal	American Economic Review	2001	both	Required
	What is Middle Class about the Middle Classes around the World?	article-journal	Journal of Economic Perspectives	2008	left_only	Optional
	Aging and Death Under a Dollar a Day	article-journal	National Bureau of Economic Research Working Paper	2007-12	left_only	Optional
"[{:family=>""Subramanian"", :given=>""S.""}, {:family=>""Deaton"", :given=>""A.""}]"	The Demand for Food and Calories	article-journal	Journal of Political Economy	1996	both	Optional
"[{:family=>""Duflo"", :given=>""E.""}]"	Grandmothers and Granddaughters: Old-Age Pensions and Intrahousehold Allocation in South Africa	article-journal	World Bank Economic Review	2003	both	Optional
"[{:family=>""Duflo"", :given=>""E.""}, {:family=>""Hanna"", :given=>""R.""}]"	Monitoring Works: Getting Teachers to Come to School	article-journal	National Bureau of Economic Research Working Paper	2005-12	both	Optional
"[{:family=>""Glewwe"", :given=>""P.""}, {:family=>""Ilias"", :given=>""N.""}, {:family=>""Kremer"", :given=>""M.""}]"	Teacher Incentives	article-journal	National Bureau of Economic Research Working Paper	2003-05	both	Optional
