author	title	type	collection	year	_merge	category
"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stiglitz"", :given=>""J.""}]"	Lectures on Public Economics			1980	both	Optional
"[{:family=>""Auerbach"", :given=>""A.""}, {:family=>""Feldstein"", :given=>""M.""}]"	Handbook of Public Economics			1985	both	Optional
	Handbook of Public Economics			1987	left_only	Optional
	Handbook of Public Economics			2002	left_only	Optional
"[{:family=>""Gruber"", :given=>""J.""}]"	Public Finance and Public Policy			2009	both	Optional
	Institute for Fiscal Studies. Dimensions of Tax Design: The Mirrlees Review			2010	both	Optional
"[{:family=>""Myles"", :given=>""G.""}]"	Public Economics			1995	both	Optional
"[{:family=>""Slemrod"", :given=>""J.""}, {:family=>""Bakija"", :given=>""J.""}]"	Taxing Ourselves: A Citizen’s Guide to the Debate over Taxes			2008	both	Optional
"[{:family=>""Congress"", :given=>""U.S.""}, {:family=>""Office"", :given=>""Congressional Budget""}]"	The Budget and Economic Outlook: An Update	article-journal	BiblioGov	2012	both	Optional
"[{:family=>""Chetty"", :given=>""R.""}, {:family=>""Looney"", :given=>""A.""}, {:others=>true}]"	Salience and Taxation: Theory and Evidence	article-journal	American Economic Review	2009	both	Required
"[{:family=>""Congdon"", :given=>""W.""}, {:family=>""Kling"", :given=>""J.""}, {:family=>""Mullainathan"", :given=>""S.""}]"	Policy and Choice: Public Finance through the Lens of Behavioral Economics			2011	both	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""McFadden"", :given=>""D.""}]"	Some Uses of the Expenditure Function in Public Finance	article-journal	Journal of Public Economics	1976	both	Required
"[{:family=>""Einav"", :given=>""L.""}, {:family=>""Knoepfle"", :given=>""D.""}, {:others=>true}]"	Sales Taxes and Internet Commerce	article-journal	NBER Working Paper	2012-04	both	Required
"[{:family=>""Ellison"", :given=>""G.""}, {:family=>""Ellison"", :given=>""S.""}]"	Tax Sensitivity and Home State Preferences in Internet Purchasing	article-journal	American Economic Journal: Economic Policy	2009	both	Required
"[{:family=>""Evans"", :given=>""W.""}, {:family=>""Ringel"", :given=>""J.""}, {:family=>""Stech"", :given=>""D.""}]"	Tobacco Taxes and Public Policy to Discourage Smoking	chapter	Tax Policy and the Economy	1999	both	Required
"[{:family=>""Goulder"", :given=>""L.""}, {:family=>""Williams"", :given=>""R.""}]"	The Substantial Bias from Ignoring General Equilibrium Effects in Estimating Excess Burden	article-journal	Journal of Political Economy	2003	both	Required
"[{:family=>""Gruber"", :given=>""J.""}, {:family=>""Koszegi"", :given=>""B.""}]"	Tax Incidence When Individuals Are Time-Inconsistent: The Case Of Cigarette Excise Taxes	article-journal	Journal of Public Economics	2004	both	Required
"[{:family=>""Harding"", :given=>""M.""}, {:family=>""Leibtag"", :given=>""E.""}, {:others=>true}]"	The Heterogeneous Geographic and Socioeconomic Incidence of Cigarette Taxes: Evidence from Neilsen Homescan Data	book		2010	both	Required
"[{:family=>""Hausman"", :given=>""J.""}]"	Exact Consumers Surplus and Deadweight Loss	article-journal	American Economic Review	1981	both	Required
"[{:family=>""Hausman"", :given=>""J.""}, {:family=>""Newey"", :given=>""W.""}]"	Nonparametric Measurement of Exact Consumers Surplus and Deadweight Loss	article-journal	Econometrica	1995	both	Required
"[{:family=>""Manning"", :given=>""W.""}, {:given=>""Willard""}, {:others=>true}]"	The Taxes of Sin: Do Smokers and Drinkers Pay Their Way?	article-journal	Journal of the American Medical Association	1989	both	Required
"[{:family=>""Marion"", :given=>""J.""}, {:family=>""Muehlegger"", :given=>""E.""}]"	Measuring Illegal Activity and the Effects of Regulatory Innovation: A Study of Diesel Fuel Tax Evasion	article-journal	Journal of Political Economy	2008	both	Required
"[{:family=>""Salanie"", :given=>""B.""}]"	Chapter 1 in Economics of Taxation			2011	both	Required
"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stiglitz"", :given=>""J.""}]"	Chapter 6 in Lectures on Public Economics			1980	both	Required
"[{:family=>""Ballard"", :given=>""C.""}, {:family=>""Fullerton"", :given=>""D.""}, {:others=>true}]"	Chapters 2			1985	both	Required
