Required	[{:family=>"Covington", :given=>"Dennis"}]	["Salvation on Sand Mountain"]			["1996"]
Required	[{:family=>"Braude", :given=>"Ann"}]	["Radical Spirits"]			["2001"]
Required	[{:family=>"Levack", :given=>"Brian"}]	["The Witch Hunt in Early Modern Europe"]			["1995"]
Required	[{:family=>"Boyer", :given=>"P."}, {:family=>"Nissenbaum", :given=>"S."}]	["Salem Posessed: The Social Origins of Witchcraft"]			["1974"]
Required	[{:family=>"Slyomovich", :given=>"Susan"}]	["Ritual Grievance: the Language of Woman?"]	article-journal	["Woman and Performance"]	["1990"]
Required	[{:family=>"Ong", :given=>"Aihwa"}]	["The Production of Possession: Spirits and the Multinational Corporation in Malaysia"]	article-journal	["American Ethnologist"]	["1987"]
Required	[{:family=>"Christian", :given=>"William"}]	["Visionaries: The Spanish Republic in the Reign of Christ"]			["1999"]
Required	[{:family=>"Briggs", :given=>"Robin"}]	["Witches and Neighbors: The Social and Cultural Context of European Witchcraft"]			["1998"]
Required	[{:family=>"Willis", :given=>"Deborah"}]	["Malevolent Nurture"]			["1995"]
Required	[{:family=>"Rosenthal", :given=>"Bernard"}]	["Salem Story"]			["1995"]
Required	[{:family=>"Karlsen", :given=>"Carol"}]	["The Devil in the Shape of a Woman"]			["1998"]
Required	[{:family=>"Showalter", :given=>"Elaine"}]	["Hystories"]			["1998"]
Required	[{:family=>"Acocella", :given=>"Joan"}]	["The Politics of Hysteria"]	article-journal	["The New Yorker"]	["1998-04-06"]
Required	[{:family=>"Grann", :given=>"David"}]	["Stalking Dr. Steere Over Lyme Disease"]	article-journal	["The NY Times"]	["2001-06-17"]
Required	[{:family=>"Loftus", :given=>"Elizabeth"}, {:family=>"Ketcham", :given=>"Katherine"}]	["The Myth of Repressed Memory: False Memories and Allegations of Sexual Abuse"]			["1996"]
Required	[{:family=>"Ofshe", :given=>"Richard"}, {:family=>"Watters", :given=>"Ethan"}]	["Making Monsters"]			["1996"]
Optional		["Articles on Witchcraft"]	article-journal	["Witch-hunting in Early Modern Europe: General Studies", "Magic, and Demonology"]	
Optional		["New Perspectives on Witchcraft"]	article-journal	["Magic, and Demonology"]	
