author	title	type	collection	year	_merge	category
"[{:family=>""Ahn"", :given=>""H.""}, {:family=>""Powell"", :given=>""J.L.""}]"	Semiparametric Estimation of Censored Selection Models with a Nonparametric Selection Mechanism	article-journal	Journal of Econometrics	1993	both	Required
"[{:family=>""Autor"", :given=>""D.""}, {:family=>""Katz"", :given=>""L.F.""}, {:family=>""Kearney"", :given=>""M.S.""}]"	Rising Wage Inequality: The Role of Composition and Prices	chapter	National Bureau of Economic Research (NBER) Working Paper No	2005-08	both	Required
"[{:family=>""Chernozhukov"", :given=>""V.""}, {:family=>""Hong"", :given=>""H.""}]"	Three-step Censored Quantile Regression and Extramarital Affairs	article-journal	Journal of the American Statistical Association	2002-09	both	Required
"[{:family=>""Cameron"", :given=>""Adrian Colin""}, {:family=>""Trivedi"", :given=>""Pravin K.""}]"	Microeconometrics: Methods and Applications			2005	both	Optional
"[{:family=>""Wooldridge"", :given=>""Jeffrey M.""}]"	Econometric Analysis of Cross Section and Panel Data			2008	both	Optional
"[{:family=>""Newey"", :given=>""Whitney K.""}, {:family=>""McFadden"", :given=>""Daniel""}]"	Large Sample Estimation and Hypothesis Testing	article-journal	Handbook of Econometrics	1999	both	Optional
"[{:family=>""Amemiya"", :given=>""Takeshi""}]"	Advanced Econometrics			1985	both	Optional
"[{:family=>""Vaart"", :given=>""A.W."", :particle=>""van der""}]"	Asymptotic Statistics			1998	both	Optional
"[{:family=>""Vaart"", :given=>""A.W."", :particle=>""van der""}]"	Asymptotic Statistics			1998	both	Optional
"[{:family=>""Grilliches"", :given=>""Zvi""}, {:family=>""Intriligator"", :given=>""Michael D.""}]"	Handbook of Econometrics			1994	both	Optional
"[{:family=>""Grilliches"", :given=>""Zvi""}]"	Handbook of Econometrics			1983	both	Optional
"[{:family=>""Grilliches"", :given=>""Zvi""}, {:family=>""Intriligator"", :given=>""Michael D.""}]"	Handbook of Econometrics			1984	both	Optional
	Handbook of Econometrics			1986	left_only	Optional
"[{:family=>""McFadden"", :given=>""Daniel""}, {:family=>""Engle"", :given=>""Robert""}]"	Handbook of Econometrics			1999	both	Optional
"[{:family=>""Heckman"", :given=>""James J.""}, {:family=>""Leamer"", :given=>""Edward E.""}]"	Handbook of Econometrics			2001	both	Optional
"[{:family=>""Ruud"", :given=>""Paul A.""}]"	An Introduction to Classical Econometric Theory			2000	both	Optional
"[{:family=>""DeGroot"", :given=>""Morris H.""}, {:family=>""Schervish"", :given=>""Mark J.""}]"	Probability and Statistics	book		2001	both	Optional
"[{:family=>""Hayashi"", :given=>""Fumio""}]"	Econometrics			2000	both	Optional
"[{:family=>""Andrews"", :given=>""Donald W.K.""}]"	Empirical Process Methods in Econometrics	article-journal	Handbook of Econometrics	1999	both	Optional
"[{:family=>""Knight"", :given=>""Keith""}]"	Epi-Convergence in Distribution and Stochastic Equi-semicontinuity				left_only	Optional
"[{:family=>""Koenker"", :given=>""Roger""}, {:family=>""Yoon"", :given=>""Jungmo""}]"	Parametric Links for Binary Choice Models			2006	both	Optional
"[{:family=>""Pollard"", :given=>""David""}]"	Asymptotics for Least Absolute Deviation Regression Estimators	article-journal	Econometric Theory	1991-06	both	Optional
"[{:family=>""Horowitz"", :given=>""Joel L.""}]"	The Bootstrap	article-journal	Handbook of Econometrics	2001	both	Optional
"[{:family=>""Koenker"", :given=>""Roger""}, {:family=>""Hallock"", :given=>""Kevin F.""}]"	Quantile Regression	article-journal	The Journal of Economic Perspectives	2001	both	Optional
"[{:family=>""Buchinsky"", :given=>""Moshe""}]"	Changes in the U.S. Wage Structure 1963-1987: Application of Quantile Regression	article-journal	Econometrica	1994-03	both	Optional
"[{:family=>""Powell"", :given=>""James L.""}]"	Least Absolute Deviations Estimation for the Censored Regression Model	article-journal	Journal of Econometrics	1984-07	both	Optional
"[{:family=>""Chernozhukov"", :given=>""Victor""}, {:family=>""Hong"", :given=>""Han""}]"	An MCMC Approach to Classical Estimation	article-journal	Journal of Econometrics	2003-08	both	Optional
"[{:family=>""Haile"", :given=>""Philip A.""}, {:family=>""Tamer"", :given=>""Elie""}]"	Inference with an Incomplete Model of English Auctions	article-journal	Journal of Political Economy	2003-02	both	Optional
"[{:family=>""Newey"", :given=>""W.K.""}]"	Generalized Method of Moments Specification Testing	article-journal	Journal of Econometrics	1985	both	Required
"[{:family=>""Newey"", :given=>""W.K.""}, {:family=>""West"", :given=>""K.D.""}]"	Hypothesis Testing with Efficient Method of Moments Estimation	article-journal	International Economic Review	1987	both	Required
