author	title	type	collection	year	_merge	category
"[{:family=>""Harr"", :given=>""Jonathan""}]"	A Civil Action	book		1995	both	Required
"[{:family=>""Fetter"", :given=>""C.W.""}]"	Contaminant Hydrogeology	book		1999	both	Optional
"[{:family=>""Qian"", :given=>""X.""}, {:family=>""Koerner"", :given=>""R.M.""}, {:family=>""Gray"", :given=>""D.H.""}]"	Geotechnical Aspects of Landfill Design and Construction	book		2002	both	Optional
"[{:family=>""McBean"", :given=>""E.A.""}, {:family=>""Rovers"", :given=>""F.A.""}, {:family=>""Farquhar"", :given=>""G.J.""}]"	Solid Waste Landfill Engineering and Design	book		1995	both	Optional
"[{:family=>""Daniel"", :given=>""D.E.""}]"	Geotechnical Practice for Waste Disposal	book		1993	both	Optional
"[{:family=>""Manual"", :given=>""U.S.E.P.A.R.C.R.A.Orientation""}]"	EPA/530/R-02/016. Office of Solid Waste and Emergency Response			2002-09	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Transport and Fate of Contaminants in the Subsurface	chapter	Report Number EPA/625/4-89/019. Center for Environmental Research Information	1989-09	both	Required
"[{:family=>""Huling"", :given=>""S.G.""}, {:family=>""Weaver"", :given=>""J.W.""}]"	Dense Nonaqueous Phase Liquids	chapter	EPA Ground Water Issue. Report Number EPA/540/4-91-002. R.S. Kerr Environmental Research Center	1991-03	both	Required
"[{:family=>""Kueper"", :given=>""B.H.""}, {:family=>""McWhorter"", :given=>""D.B.""}]"	The Behavior of Dense	article-journal	Ground Water	September/October 1991	both	Required
"[{:family=>""Newell"", :given=>""C.J.""}, {:family=>""Acree"", :given=>""S.D.""}, {:family=>""Ross"", :given=>""R.R.""}, {:family=>""Huling"", :given=>""S.G.""}]"	Light Nonaqueous Phase Liquids	article-journal	EPA Ground Water	1995-07	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Site Characterization for Subsurface Remediation	chapter	Report Number EPA/625/4-91/026. Office of Research and Development	1991-11	both	Required
"[{:family=>""Grubb"", :given=>""D.G.""}, {:family=>""Sitar"", :given=>""N.""}]"	Evaluation of Technologies for In-Situ Cleanup of DNAPL Contaminated Sites	chapter	Report Number EPA/600/R-94/120. NTIS Number PB94-195039. R.S. Kerr Environmental Research Laboratory	1994-08	both	Required
