author	title	type	collection	year	_merge	category
"[{:family=>""Shepsle"", :given=>""Kenneth A.""}]"	Analyzing Politics: Rationality			2010	both	Required
"[{:family=>""Banerjee"", :given=>""Abhijit V.""}, {:family=>""Duflo"", :given=>""Esther""}]"	Poor Economics: Rethinking Poverty and the Ways to End it			2013	both	Optional
"[{:family=>""Easterly"", :given=>""William""}]"	The Elusive Quest for Growth: Economists’ Adventures and Misadventures in the Tropics			2002	both	Optional
"[{:family=>""Klitgaard"", :given=>""Robert""}]"	Tropical Gangsters: One Man’s Experience With Development and Decadence in Deepest Africa	article-journal	Basic	2000	both	Optional
"[{:family=>""Corruption"", :given=>""Controlling""}]"				1991	left_only	Optional
"[{:family=>""Fisman"", :given=>""Raymond""}, {:family=>""Miguel"", :given=>""Edward""}]"	Economic Gangsters: Corruption			2010	both	Optional
"[{:family=>""Jones"", :given=>""Benjamin F.""}, {:family=>""Olken"", :given=>""Benjamin A.""}]"	Do Leaders Matter? National Leadership and Growth Since World War II](http://dx.doi.org/ 10.1093/qje/120.3.835	article-journal	Quarterly Journal of Economics	2005	both	Optional
"[{:family=>""Nunn"", :given=>""Nathan""}]"	Long Term Effects of Africa’s Slave Trades	article-journal	The Quarterly Journal of Economics	2008	both	Optional
"[{:family=>""Dell"", :given=>""Jones""}, {:family=>""Olken"", :given=>""Benjamin A.""}]"	Temperature Shocks and Economic Growth: Evidence from the Last Half Century	article-journal	American Journal of Economics: Macroeconomics	2011	both	Optional
"[{:family=>""Michalopoulos"", :given=>""Stelios""}, {:family=>""Papaioannou"", :given=>""Elias""}]"	Divide and Rule or the Rule of the Divided? Evidence from Africa	article-journal	NBER Working Paper	2011	both	Optional
"[{:family=>""Miller"", :given=>""Grant""}]"	Women’s Suffrage	article-journal	The Quarterly Journal of Economics	2008	both	Optional
"[{:family=>""Meltzer"", :given=>""Allan H.""}, {:family=>""Richards"", :given=>""Scott F.""}]"	A Rational Theory of the Size of Government	article-journal	Journal of Political Economy	1981	both	Optional
