Required	[{:family=>"Fadiman", :given=>"Anne"}]	["The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures"]			["2012"]
Required	[{:family=>"Farmer", :given=>"Paul"}]	["Aids & Accusation: Haiti and the Geography of Blame"]			["2006"]
Required	[{:family=>"Luhrmann", :given=>"T.M."}]	["Of Two Minds: The Growing Disorder in American Psychiatry"]			["2000"]
Required	[{:family=>"Sharp", :given=>"Lesley A."}]	["Strange Harvest: Organ Transplants, Denatured Bodies, and the Transformed Self"]			["2006"]
Required	[{:family=>"Brown", :given=>"Michael"}, {:family=>"Fobes", :given=>"Michael"}]	["Shamanism and its Discontents", "Shamanism and its Discontents"]	article-journal	["Health and Healing in Comparative Perspective", "Medical Anthropology Quarterly"]	["2005", "1988"]
Required	[{:family=>"Ong", :given=>"Aihwa"}]	["The Production of Possession: Spirits and the Multinational Corporation in Malaysia"]	article-journal	["American Ethnologist"]	["1987"]
Required	[{:family=>"Csordas", :given=>"Thomas"}]	["Elements of Charismatic Persuasion and Healing"]	chapter	["A Reader in Medical Anthropology: Theoretical Trajectories, Emergent Realities"]	["2010"]
Required	[{:family=>"Miner", :given=>"Horace"}]	["Body Ritual among the Nacirema"]	article-journal	["American Anthropologist"]	["1956"]
Required	[{:family=>"Favret-Saada", :given=>"Jeanne"}]	["Unbewitching as Therapy"]	article-journal	["American Ethnologist"]	["1989"]
Required	[{:family=>"Wikan", :given=>"Unni"}]	["Managing the Heart to Brighten Face and Soul: Emotions in Balinese Morality and Health Care"]	article-journal	["American Ethnologist"]	["1989"]
Required	[{:family=>"Davis", :given=>"Dona"}]	["The Cultural Constructions of the Premenstrual and Menopause Syndromes"]	chapter	["Gender and Health: An International Perspective"]	["1995"]
Required	[{:family=>"Hahn", :given=>"Robert A."}]	["The Role of Society and Culture in Sickness and Healing"]	chapter	["Sickness and Healing: An Anthropological Perspective"]	["1996"]
Required	[{:family=>"Lock", :given=>"Margaret"}, {:family=>"Scheper-Hughes", :given=>"Nancy"}]	["The Mindful Body: A Prolegomenon to Future Work in Medical Anthropology"]	chapter	["Understanding and Applying Medical Anthropology"]	["2009"]
Required	[{:family=>"Katz", :given=>"Pearl"}]	["Ritual in the Operating Room"]	article-journal	["Ethnology"]	["1981"]
Required	[{:family=>"Moerman", :given=>"Daniel"}, {:family=>"Jonas", :given=>"Wayne"}]	["Deconstructing the Placebo Effect and Finding the Meaning Response"]	chapter	["Health and Healing in Comparative Perspective"]	["2006"]
Required	[{:family=>"Obeyesekere", :given=>"Gananath"}]	["Depression, Buddhism and the Work of Culture in Sri Lanka"]	chapter	["Culture and Depression: Studies in the Anthropology and Cross-Cultural Psychiatry of Affect and Disorder"]	["1986"]
Required	[{:family=>"Jackson", :given=>"Jean"}]	["Pain and Bodies"]	chapter	["A Companion to the Anthropology of the Body and Embodiment"]	["2011"]
Required	[{:family=>"Hahn", :given=>"Robert A."}]	["Biomedicine as a Cultural System"]	chapter	["Sickness and Healing: An Anthropological Perspective"]	["1996"]
Required	[{:family=>"Hahn", :given=>"Robert A."}]	["A World of Internal Medicine: Portrait of an Internist"]	chapter	["Sickness and Healing: An Anthropological Perspective"]	["1996"]
Required	[{:family=>"Gordon", :given=>"David Paul"}]	["Hospital Slang for Patients: Crocks, Gomers, Gorks, and others"]	article-journal	["Language in Society"]	["1983"]
Required	[{:family=>"Dumit", :given=>"Joseph"}]	["When Explanations Rest: ‘Good-Enough’ Brain Science and the New Socio-medical Disorders"]	chapter	["Living and Working with the New Medical Technologies: Intersections of Inquiry"]	["2000"]
