Required	[{:family=>"Thoraval", :given=>"Selection", :particle=>"from"}, {:given=>"Yves"}]	["Cinemas of India (1896-2000"]			["2001"]
Required	[{:family=>"Kapur", :given=>"Selection", :particle=>"from"}, {:given=>"Geeta"}]	["When was Modernism: Essays on Contemporary Cultural Practice in India"]	book		["2000"]
Required	[{:family=>"Gopalan", :given=>"Lalitha"}]	["Avenging Women in Indian Cinema"]	chapter	["Making Meaning in Indian Cinema"]	["2001"]
Required	[{:family=>"Barnouw", :given=>"Erik"}, {:family=>"Krishnaswamy", :given=>"S."}]	["Indian Film"]			["1980"]
Required	[{:family=>"Chakravarty", :given=>"Sumita"}]	["National Identity in Indian Popular Cinema"]			["1998"]
Required	[{:family=>"Chattopadhyaya", :given=>"Saratchandra"}]	["Parineeta"]			["2005"]
Required	[{:family=>"Alter", :given=>"Stephen"}]	["Making of the Film Omkara"]	chapter	["Fantasies of a Bollywood Love-Thief"]	["2007"]
Required	[{:family=>"Kakar", :given=>"Sudhir"}]	["Intimate Relations: Exploring Indian Sexuality"]			["1990"]
Required	[{:family=>"Dwyer", :given=>"Rachel"}]	["All You Want is Money, All You Need is Love: Sex and Romance in Modern India"]			["2000"]
Required	[{:family=>"Gokulsing", :given=>"K.Moti"}, {:family=>"Dissanayake", :given=>"Wimal"}]	["Cinema and Society in India"]	chapter	["Indian Popular Cinema: A Narrative of Cultural Change"]	["1998"]
Required	[{:family=>"Gokulsing", :given=>"K.Moti"}, {:family=>"Dissanayake", :given=>"Wimal"}]	["The Distinctiveness of Indian Popular Culture"]	chapter	["Indian Popular Cinema: A Narrative of Cultural Change"]	["1998"]
Required	[{:family=>"Mishra", :given=>"Vijay"}]	["Bollywood Cinema: Temples of Desire", "Introduction"]			["2001"]
