author	title	type	collection	year	_merge	category
"[{:family=>""Gibbons"", :given=>""Robert""}]"	Incentives Between Firms (and Within	article-journal	Management Science	2005	both	Required
	Four Formal(izable) Theories of the Firm?	article-journal	Journal of Economic Behavior and Organization	2005	left_only	Required
		chapter	The Handbook of Organizational Economics		left_only	Required
"[{:family=>""Coase"", :given=>""Ronald""}]"	The Nature of the Firm	article-journal	Economica	1937	both	Required
"[{:family=>""Williamson"", :given=>""Oliver""}]"	The Vertical Integration of Production: Market Failure Considerations	article-journal	American Economic Review	1971	both	Required
"[{:family=>""Alchian"", :given=>""Armen""}, {:family=>""Demsetz"", :given=>""Harold""}]"	Production	article-journal	American Economic Review	1972	both	Required
"[{:family=>""Klein"", :given=>""Benjamin""}, {:family=>""Crawford"", :given=>""Robert""}, {:family=>""Alchian"", :given=>""Armen""}]"	Vertical Integration	article-journal	Journal of Law and Economics	1978	both	Required
"[{:family=>""Williamson"", :given=>""Oliver""}]"	Transaction Cost Economics: The Governance of Contractual Relations	article-journal	Journal of Law and Economics	1979	both	Optional
"[{:family=>""Monteverde"", :given=>""Kirk""}, {:family=>""Teece"", :given=>""David""}]"	Supplier Switching Costs and Vertical Integration in the Automobile Industry	article-journal	Bell Journal of Economics	1982	both	Required
"[{:family=>""Masten"", :given=>""Scott""}]"	The Organization of Production: Evidence from the Aerospace Industry	article-journal	Journal of Law and Economics	1984	both	Required
"[{:family=>""Joskow"", :given=>""Paul""}]"	Vertical Integration and Long-Term Contracts: The Case of Coal-Burning Electric Generation Plants	article-journal	Journal of Law Economics and Organizations	1985	both	Required
"[{:family=>""Macher"", :given=>""Jeffrey""}, {:family=>""Richman"", :given=>""Barak""}]"	Transaction Cost Economics: An Assessment of Empirical Research in the Social Sciences	article-journal	Business and Politics	2008	both	Optional
"[{:family=>""Grossman"", :given=>""Sanford""}, {:family=>""Hart"", :given=>""Oliver""}]"	The Costs and Benefits of Ownership: A Theory of Vertical and Lateral Integration	article-journal	Journal of Political Economy	1986	both	Required
"[{:family=>""Hart"", :given=>""Oliver""}]"	Firms			1995	both	Optional
"[{:family=>""Whinston"", :given=>""Michael""}]"	On the Transaction Cost Determinants of Vertical Integration	article-journal	Journal of Law Economics and Organizations	2003	both	Optional
"[{:family=>""Holmstrom"", :given=>""Bengt""}, {:family=>""Milgrom"", :given=>""Paul""}]"	The Firm as an Incentive System	article-journal	American Economic Review	1994	both	Optional
"[{:family=>""Holmstrom"", :given=>""Bengt""}]"	The Firm as a Subeconomy	article-journal	Journal of Law Economics and Organizations	1999	both	Required
"[{:family=>""Simon"", :given=>""Herbert""}]"	A Formal Theory Model of the Employment Relationship	article-journal	Econometrica	1951	both	Required
"[{:family=>""Williamson"", :given=>""Oliver""}]"	Markets and Hierarchies: Analysis and Antitrust Implications			1983	both	Optional
"[{:family=>""Hart"", :given=>""Oliver""}, {:family=>""Moore"", :given=>""John""}]"	Contracts as Reference Points	article-journal	Quarterly Journal of Economics	2008	both	Optional
"[{:family=>""Hart"", :given=>""Oliver""}, {:family=>""Holmstrom"", :given=>""Bengt""}]"	A Theory of Firm Scope	article-journal	National Bureau of Economic Research Working Paper	2008-12	both	Optional
"[{:family=>""Gibbons"", :given=>""Robert""}]"	Four Formal(izable) Theories of the Firm?	article-journal	Journal of Economic Behavior and Organization	2005	both	Optional
"[{:family=>""Baker"", :given=>""George""}, {:family=>""Hubbard"", :given=>""Thomas""}]"	Make Versus Buy in Trucking: Asset Ownership	article-journal	American Economic Review	2003	both	Optional
