author	title	type	collection	year	_merge	category
"[{:family=>""Bernanke"", :given=>""Ben S.""}]"	The Courage to Act: A Memoir of a Crisis and Its Aftermath			2015	both	Required
"[{:family=>""Brunnermeier"", :given=>""Markus K.""}]"	Deciphering the Liquidity and Credit Crunch 2007–2008	article-journal	Journal of Economic Perspectives	2009	both	Optional
"[{:family=>""Allen"", :given=>""Franklin""}, {:family=>""Gale"", :given=>""Douglas""}]"	Chapter 1 in Understanding Financial Crises			2009	both	Required
"[{:family=>""Holmstrom"", :given=>""Bengt""}, {:family=>""Tirole"", :given=>""Jean""}]"	Financial Intermediation	article-journal	Quarterly Journal of Economics	1997	both	Required
"[{:family=>""Chodorow-Reich"", :given=>""Gabriel""}]"	The Employment Effects of Credit Market Disruptions: Firm-level Evidence from the 2008–9 Financial Crisis	article-journal	Quarterly Journal of Economics	2014	both	Optional
"[{:family=>""Campello"", :given=>""Murillo""}, {:family=>""Graham"", :given=>""John R.""}, {:others=>true}]"	The Real Effects of Financial Constraints: Evidence from a Financial Crisis	article-journal	Journal of Financial Economics	2010	both	Required
"[{:family=>""Geanakoplos"", :given=>""John""}]"	The Leverage Cycle	article-journal	NBER Macroeconomics Annual	2009	both	Required
"[{:family=>""Jorion"", :given=>""Philippe""}]"	Risk Management Lessons from Long Term Capital Management	article-journal	European Financial Management	2000	both	Required
"[{:family=>""Shleifer"", :given=>""Andrei""}, {:family=>""Vishny"", :given=>""Robert""}]"	Fire Sales in Finance and Macroeconomics	article-journal	Journal of Economic Perspectives	2011	both	Optional
"[{:family=>""Acharya"", :given=>""Viral""}, {:family=>""Philippon"", :given=>""Thomas""}, {:others=>true}]"	The Financial Crisis of 2007–2009: Causes and Remedies	article-journal	Financial Markets	2009	both	Optional
"[{:family=>""Rose"", :given=>""Clayton S.""}, {:family=>""Bergstresser"", :given=>""Daniel Baird""}, {:others=>true}]"	The Tip of the Iceberg: JP Morgan Chase and Bear Stearns (A	article-journal	Harvard Business School Case. Case	2009-01	both	Required
"[{:family=>""Barberis"", :given=>""Nicholas C.""}]"	Psychology and the Financial Crisis of 2007–2008	chapter	Financial Innovation: Too Much Or Too Little?	2012	both	Optional
"[{:family=>""Cheng"", :given=>""Ing-haw""}, {:family=>""Raina"", :given=>""Sahil""}, {:others=>true}]"	Wall Street and the Housing Bubble	article-journal	American Economic Review	2014	both	Optional
"[{:family=>""Ma"", :given=>""Yueran""}]"	Bank CEO Optimism and the Financial Crisis			2014	left_only	Optional
"[{:family=>""Akerlof"", :given=>""George A.""}, {:family=>""Romer"", :given=>""Paul M.""}]"	Looting: The Economic Underworld of Bankruptcy for Profit	article-journal	Brookings Papers on Economic Activity	1993	both	Optional
