author	title	type	collection	year	_merge	category
"[{:family=>""Kolstad"", :given=>""Charles""}]"	Environmental Economics			2010	both	Required
"[{:family=>""Tietenberg"", :given=>""Tom""}]"	Environmental and Natural Resource Economics			2000	both	Optional
"[{:family=>""Chapman"", :given=>""Duane""}]"	Environmental Economics: Theory			1999	both	Optional
"[{:family=>""Portney"", :given=>""Paul""}, {:family=>""Stavins"", :given=>""Robert""}]"	Public Policies for Environmental Protection			2000	both	Optional
	Economics of the Environment: Selected Readings			2000	both	Required
	The RFF Reader in Environmental and Resource Management	article-journal	Resources for the Future	1999	both	Required
"[{:family=>""Cropper"", :given=>""Maureen L.""}, {:family=>""Oates"", :given=>""Wallace E.""}]"	Environmental Economics: A Survey	article-journal	Journal of Economic Literature	1992	both	Required
"[{:family=>""Arrow"", :given=>""Kenneth""}, {:others=>true}]"	Is there a Role for Benefit-Cost Analysis in Environmental Health	article-journal	Science	1996	both	Required
"[{:family=>""Farrow"", :given=>""Scott""}, {:family=>""Toman"", :given=>""Michael""}]"	Using Benefit-Cost Analysis to Improve Environmental Regulation	article-journal	Environment	1999	both	Required
"[{:family=>""Greenstone"", :given=>""Michael""}]"	Effective Regulation through Credible Cost-Benefit Analysis			2008	both	Required
"[{:family=>""Kelman"", :given=>""Steven""}]"	Cost-Benefit Analysis: An Ethical Critique	chapter	Chapter 15 in EESR		left_only	Required
"[{:family=>""Revesz"", :given=>""Richard""}, {:family=>""Livermore"", :given=>""Michael""}]"	Retaking Rationality: How Cost Benefit Analysis Can Better Protect the Environment and Our Health			2008	both	Required
"[{:family=>""Viscusi"", :given=>""W.Kip""}]"	Regulating the Regulators	article-journal	University of Chicago Law Review	1996	both	Required
"[{:family=>""Ackerman"", :given=>""Frank""}, {:family=>""Heinzerling"", :given=>""Lisa""}]"	Priceless: On Knowing the Price of Everything and the Value of Nothing	article-journal	The New Press	2005	both	Required
"[{:family=>""Sunstein"", :given=>""Cass""}]"	Your Money or Your Life	article-journal	The New Republic	2004	both	Required
	What Price Posterity	article-journal	Economist	1991-03-23	both	Required
	Creating Incentives	article-journal	Economist	1993-05-29	both	Required
"[{:family=>""Arrow"", :given=>""Kenneth""}, {:family=>""Dasgupta"", :given=>""Partha""}, {:others=>true}]"	Are We Consuming Too Much?	article-journal	Journal of Economic Perspectives	2004	both	Required
"[{:family=>""Solow"", :given=>""Robert M.""}]"	Sustainability: An Economist’s Perspective	chapter	Chapter 5 in EESR		left_only	Required
"[{:family=>""Coase"", :given=>""Ronald H.""}]"	The Problem of Social Cost	article-journal	The Journal of Law and Economics	1960	both	Required
"[{:family=>""Barthold"", :given=>""Thomas A.""}]"	Issues in the Design of Environmental Excise Taxes	article-journal	Journal of Economic Perspectives	1994	both	Required
"[{:family=>""Cohen"", :given=>""Mark A.""}]"	Monitoring and Enforcement of Environmental Policy	book		1998	both	Required
"[{:family=>""Fullerton"", :given=>""Don""}, {:family=>""Kinnaman"", :given=>""Thomas C.""}]"	Household Response to Pricing Garbage by the Bag	article-journal	American Economic Review	1996	both	Required
"[{:family=>""Fullerton"", :given=>""Don""}, {:family=>""West"", :given=>""Sarah""}]"	Tax and Subsidy Combinations for the Control of Car Pollution	article-journal	NBER Working Paper	2000-07	both	Required
"[{:family=>""Wiener"", :given=>""Jonathan""}]"	Global Trade in Greenhouse Gas Control: Market Merits and Critics’ Concerns	article-journal	Resources	1997	both	Required
	Clean and Green	article-journal	The Economist	1992-12-12	both	Required
	Taxes for a Greener Environment	article-journal	The Economist	1997-06-28	both	Required
"[{:family=>""Goulder"", :given=>""Lawrence H.""}]"	Environmental Policy Making in a Second-Best Setting	article-journal	Journal of Applied Economics	1998	both	Required
"[{:family=>""Morgenstern"", :given=>""Richard D.""}]"	Environmental Taxes: Is There a Double Dividend?	article-journal	Environment	1996	both	Required
"[{:family=>""Passell"", :given=>""Peter""}]"	When the Benefits are Mostly Modest	article-journal	New York Times	1997-04-03	both	Required
"[{:given=>""Schmalensee""}, {:others=>true}]"	An Interim Evaluation of Sulfur Dioxide Emissions Trading	article-journal	Journal of Economic Perspectives	1998	both	Required
"[{:family=>""Stavins"", :given=>""Robert N.""}]"	What Can We Learn from the Grand Policy Experiment? Lessons from SO2 Allowance Trading	article-journal	Journal of Economic Perspectives	1998	both	Required
"[{:family=>""Oates"", :given=>""Wallace E.""}, {:family=>""Schwab"", :given=>""Robert M.""}]"	Economic Competition Among Jurisdictions: Efficiency Enhancing or Distortion Inducing?	article-journal	Journal of Public Economics	1998	both	Required
"[{:family=>""Greenstone"", :given=>""Michael""}]"	The Impacts of Environmental Regulations on Industrial Activity: Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures	article-journal	Journal of Political Economy	2002	both	Required
